Round,Hteam,Ateam,Hscore,Ascore,HorA,WorL,Date,Wether,Grass_condition,Spectators,temperature,TimeLine1,TimeLine2,TimeLine3,TimeLine4,TimeLine5,TimeLine6,Attack_CBP,Pass_CBP,Cross_CBP,Dribble_CBP,Shots_CBP,Score_CBP,Seizure,Diffence,Save_CBP,Expect_Goal,Shots,Shots_Success,On_Target,PK,Pass,Pass_Success,Cross,Cross_Success,D_FK,I_FK,CK,Throwing,Throwing_Success,Dribble,Dribble_Success,Tackle,Tackle_Success,Clear,Intercept,OffSide,Yellow,Red,Approach_30m,Approach_Penalty,Attack_Num,Chances,Control
第20節,レノファ山口ＦＣ,ザスパクサツ群馬,2,1,0,0,2022.6.5 14:00 Kick Off,雨,全面良芝,"2,782人",19.4℃,43.8%,32.8%,45.7%,49.9%,51.6%,46.0%,10.27,6.83,2.07,1.37,4.66,2.95,57.93,16.31,0.01,0.797,9,(11.1%),3,0,379,(69.9%),14,(28.6%),7,4,4,30,(63.3%),14,(28.6%),6,(83.3%),24,1,2,1,0,17,7,121,7.4%,44.2%
第21節,ザスパクサツ群馬,栃木ＳＣ,0,0,1,1,2022.6.12 18:00 Kick Off,晴,全面良芝,"2,950人",21.9℃,55.7%,57.9%,44.7%,45.5%,45.9%,51.1%,7.67,6.77,0.00,0.89,2.25,0.00,78.92,11.63,1.17,0.381,7,(0.0%),2,0,411,(72.0%),11,(0.0%),10,1,5,33,(78.8%),7,(57.1%),16,(50.0%),12,3,2,1,0,18,3,129,5.4%,50%
第22節,Ｖ・ファーレン長崎,ザスパクサツ群馬,2,0,0,0,2022.6.18 19:00 Kick Off,晴,全面良芝,"3,949人",25.2℃,52.9%,59.6%,69.2%,39.8%,62.8%,60.8%,13.07,12.95,0.00,0.11,3.69,0.00,62.90,11.45,0.38,0.296,7,(0.0%),1,0,615,(84.6%),11,(0.0%),6,2,8,20,(95.0%),4,(25.0%),11,(72.7%),20,0,3,1,0,49,6,98,7.1%,57.7%
第23節,徳島ヴォルティス,ザスパクサツ群馬,1,0,0,0,2022.6.26 18:00 Kick Off,晴,全面良芝,"3,812人",25.1℃,33.6%,53.2%,23.9%,21.8%,37.6%,50.3%,10.39,7.58,1.97,0.84,0.64,0.00,73.41,9.96,1.00,0.412,6,(0.0%),0,0,352,(79.0%),14,(28.6%),9,1,3,17,(64.7%),12,(50.0%),14,(57.1%),15,1,1,0,0,23,8,94,6.4%,36.9%
第24節,ザスパクサツ群馬,アルビレックス新潟,0,2,1,0,2022.7.2 19:30 Kick Off,曇,全面良芝,"5,867人",32.7℃,36.3%,14.7%,37.8%,37.4%,45.1%,39.9%,9.39,7.64,1.08,0.67,1.16,0.00,69.09,8.62,0.78,0.832,7,(0.0%),1,0,407,(86.0%),18,(11.1%),4,0,2,15,(73.3%),8,(50.0%),14,(57.1%),12,0,0,1,0,30,9,73,9.6%,35.3%
第25節,ツエーゲン金沢,ザスパクサツ群馬,2,1,0,0,2022.7.6 19:00 Kick Off,晴,全面良芝,"1,479人",28℃,49.2%,55.2%,63.1%,62.1%,59.7%,64.4%,15.87,12.93,2.59,0.35,4.11,2.63,45.90,8.36,0.58,1.194,11,(9.1%),2,0,516,(81.4%),16,(31.3%),11,0,11,30,(80.0%),11,(27.3%),15,(60.0%),18,0,2,1,0,37,15,109,10.1%,59.4%
第26節,ザスパクサツ群馬,ＦＣ町田ゼルビア,0,2,1,0,2022.7.10 19:00 Kick Off,曇,全面良芝,"1,625人",30.6℃,40.8%,41.4%,63.3%,54.8%,14.9%,32.4%,10.01,7.26,1.05,1.70,6.00,0.00,61.33,11.64,0.00,0.608,8,(0.0%),3,0,379,(78.1%),7,(28.6%),7,1,2,14,(64.3%),11,(72.7%),6,(66.7%),12,2,2,2,1,20,8,87,9.2%,41.8%
第27節,大分トリニータ,ザスパクサツ群馬,2,1,0,0,2022.7.16 19:00 Kick Off,屋内,全面良芝,"5,202人",25℃,22.5%,28.0%,43.3%,34.4%,39.2%,41.7%,9.39,7.57,1.64,0.18,3.62,4.16,64.37,13.51,0.47,0.562,6,(16.7%),2,0,313,(72.5%),10,(30.0%),5,0,1,26,(88.5%),4,(50.0%),10,(80.0%),24,2,3,1,0,19,6,92,6.5%,35.7%
第28節,モンテディオ山形,ザスパクサツ群馬,0,1,0,3,2022.7.23 19:00 Kick Off,曇,全面良芝,"6,005人",25.9℃,25.7%,29.6%,28.5%,37.2%,33.8%,26.6%,7.19,5.21,1.10,0.88,3.63,2.95,76.43,24.89,0.34,0.612,8,(12.5%),2,0,219,(61.2%),6,(33.3%),3,2,1,12,(50.0%),6,(50.0%),18,(44.4%),42,3,1,2,0,17,4,111,7.2%,30%
第29節,ザスパクサツ群馬,ヴァンフォーレ甲府,1,1,1,1,2022.7.30 19:00 Kick Off,曇,全面良芝,"4,042人",30.6℃,57.8%,26.7%,27.3%,48.8%,36.0%,39.4%,10.34,7.79,1.66,0.89,2.77,2.66,75.34,20.09,0.24,0.643,7,(14.3%),2,0,375,(76.0%),8,(37.5%),11,2,2,13,(61.5%),11,(36.4%),13,(69.2%),25,3,3,2,0,19,5,106,6.6%,39.3%
第30節,ザスパクサツ群馬,ジェフユナイテッド千葉,0,3,1,0,2022.8.7 19:00 Kick Off,晴,全面良芝,"4,907人",30.1℃,63.3%,46.1%,44.6%,72.7%,69.2%,66.3%,16.45,12.82,1.47,2.16,5.70,0.00,45.10,7.24,0.02,0.533,9,(0.0%),5,0,559,(85.2%),21,(14.3%),11,0,7,24,(75.0%),19,(68.4%),6,(50.0%),9,1,1,2,0,52,8,99,9.1%,58%
第31節,横浜ＦＣ,ザスパクサツ群馬,1,0,0,0,2022.8.16 19:00 Kick Off,晴,全面良芝,"2,277人",29.7℃,45.5%,23.7%,28.6%,37.7%,73.1%,65.8%,14.10,12.58,1.02,0.50,3.17,0.00,50.44,10.70,0.00,1.045,11,(0.0%),3,0,409,(79.5%),12,(16.7%),6,0,9,14,(85.7%),9,(33.3%),7,(42.9%),13,0,2,2,0,38,9,79,13.9%,46.1%
