Round,Hteam,Ateam,Hscore,Ascore,HorA,WorL,Date,Wether,Grass_condition,Spectators,temperature,TimeLine1,TimeLine2,TimeLine3,TimeLine4,TimeLine5,TimeLine6,Attack_CBP,Pass_CBP,Cross_CBP,Dribble_CBP,Shots_CBP,Score_CBP,Seizure,Diffence,Save_CBP,Expect_Goal,Shots,Shots_Success,On_Target,PK,Pass,Pass_Success,Cross,Cross_Success,D_FK,I_FK,CK,Throwing,Throwing_Success,Dribble,Dribble_Success,Tackle,Tackle_Success,Clear,Intercept,OffSide,Yellow,Red,Approach_30m,Approach_Penalty,Attack_Num,Chances,Control
第38節,レノファ山口ＦＣ,ジェフユナイテッド千葉,3,2,0,0,2019.10.27 16:00 Kick Off,晴時々曇,全面良芝,"5,427人",18.7℃,50.3%,45.2%,44.7%,43.8%,44.1%,30.3%,13.79,10.76,2.60,0.43,7.77,5.25,85.61,18.08,0.17,1.469,15,(13.3%),6,0,345,(67.8%),14,(35.7%),6,2,4,27,(88.9%),6,(50.0%),27,(70.4%),34,3,2,2,0,20,11,130,11.5%,43%
第39節,ジェフユナイテッド千葉,ツエーゲン金沢,2,1,1,3,2019.11.3 14:00 Kick Off,曇時々雨,全面良芝,"6,907人",18.4℃,50.9%,53.3%,59.7%,59.3%,47.9%,50.6%,16.47,14.52,1.64,0.31,4.57,4.54,80.12,20.80,0.55,2.047,11,(18.2%),4,0,523,(75.5%),14,(21.4%),7,2,2,32,(90.6%),6,(33.3%),20,(70.0%),33,1,2,1,0,46,8,124,8.9%,53.7%
第40節,ジェフユナイテッド千葉,東京ヴェルディ,0,0,1,1,2019.11.10 15:00 Kick Off,晴,全面良芝,"10,240人",17.3℃,39.6%,19.1%,37.5%,38.8%,17.5%,32.1%,17.24,12.02,3.26,1.95,9.64,0.00,70.64,14.93,0.41,1.443,17,(0.0%),5,0,291,(72.5%),27,(22.2%),7,0,11,19,(78.9%),8,(75.0%),17,(58.8%),21,3,1,1,0,33,18,99,17.2%,31.2%
第41節,京都サンガF.C.,ジェフユナイテッド千葉,1,0,0,0,2019.11.16 14:00 Kick Off,晴,全面良芝,"11,216人",20.8℃,48.5%,27.7%,40.5%,45.2%,40.7%,47.7%,12.87,10.55,1.11,1.21,12.28,0.00,84.18,14.23,0.06,1.334,12,(0.0%),9,0,371,(74.9%),15,(13.3%),5,4,3,13,(84.6%),7,(57.1%),17,(70.6%),25,1,2,0,0,33,13,101,11.9%,41.7%
第42節,ジェフユナイテッド千葉,栃木ＳＣ,0,1,1,0,2019.11.24 14:00 Kick Off,曇,全面良芝,"13,358人",18.8℃,79.3%,68.2%,65.9%,71.4%,64.2%,71.4%,17.82,14.76,2.10,0.96,4.70,0.00,48.55,12.14,0.07,1.344,10,(0.0%),3,0,598,(78.1%),16,(25.0%),12,3,7,38,(92.1%),7,(57.1%),17,(64.7%),26,0,1,2,0,43,12,126,7.9%,70.5%
第1節,ジェフユナイテッド千葉,ＦＣ琉球,1,0,1,3,2020.2.23 14:00 Kick Off,晴,全面良芝,"9,701人",15.3℃,31.5%,37.9%,30.6%,38.5%,25.1%,30.7%,6.26,4.66,1.10,0.50,5.44,2.61,90.83,26.53,0.40,0.459,6,(16.7%),2,0,234,(59.4%),11,(18.2%),8,0,2,16,(50.0%),7,(57.1%),25,(56.0%),56,5,2,0,0,19,6,108,5.6%,32%
第2節,ジェフユナイテッド千葉,大宮アルディージャ,0,1,1,0,2020.6.27 19:00 Kick Off,曇,全面良芝,0人,24.9℃,56.8%,53.5%,48.0%,67.7%,58.4%,57.8%,15.67,12.97,2.07,0.63,7.57,0.00,63.64,10.82,0.74,0.895,12,(0.0%),1,0,551,(82.4%),19,(21.1%),9,0,6,17,(82.4%),7,(42.9%),17,(70.6%),22,1,1,2,0,39,10,99,12.1%,56.5%
第3節,水戸ホーリーホック,ジェフユナイテッド千葉,0,3,0,3,2020.7.4 19:00 Kick Off,曇一時雨,全面良芝,0人,21.3℃,32.7%,32.0%,33.3%,41.2%,42.0%,40.8%,9.10,6.69,1.53,0.89,7.44,9.30,90.43,23.07,0.52,0.911,10,(30.0%),5,0,258,(66.7%),8,(37.5%),6,1,2,16,(81.3%),6,(66.7%),32,(56.3%),46,1,0,0,0,22,8,102,9.8%,36.7%
第4節,ジェフユナイテッド千葉,栃木ＳＣ,0,1,1,0,2020.7.11 19:00 Kick Off,曇,全面良芝,"2,717人",27.7℃,55.5%,58.6%,53.8%,66.4%,67.1%,52.4%,12.52,11.06,1.05,0.41,1.45,0.00,64.04,11.47,0.50,1.053,10,(0.0%),1,0,453,(71.5%),13,(15.4%),14,3,4,36,(91.7%),4,(50.0%),9,(66.7%),20,1,2,1,0,24,4,125,8.0%,58.6%
第5節,ツエーゲン金沢,ジェフユナイテッド千葉,0,2,0,3,2020.7.15 19:00 Kick Off,曇時々雨,全面良芝,"1,016人",23.5℃,40.1%,48.2%,37.6%,35.7%,34.5%,37.9%,10.15,6.87,2.07,1.21,6.39,5.88,58.43,19.81,0.44,1.52,11,(18.2%),5,0,286,(69.9%),11,(36.4%),9,0,5,21,(95.2%),13,(61.5%),19,(63.2%),39,5,0,1,0,21,10,109,10.1%,39%
