Round,Hteam,Ateam,Hscore,Ascore,HorA,WorL,Date,Wether,Grass_condition,Spectators,temperature,TimeLine1,TimeLine2,TimeLine3,TimeLine4,TimeLine5,TimeLine6,Attack_CBP,Pass_CBP,Cross_CBP,Dribble_CBP,Shots_CBP,Score_CBP,Seizure,Diffence,Save_CBP,Expect_Goal,Shots,Shots_Success,On_Target,PK,Pass,Pass_Success,Cross,Cross_Success,D_FK,I_FK,CK,Throwing,Throwing_Success,Dribble,Dribble_Success,Tackle,Tackle_Success,Clear,Intercept,OffSide,Yellow,Red,Approach_30m,Approach_Penalty,Attack_Num,Chances,Control
第10節,愛媛ＦＣ,アルビレックス新潟,0,2,0,3,2021.4.24 14:00 Kick Off,晴,全面良芝,"1,491人",22.3℃,81.2%,60.9%,45.3%,58.7%,55.4%,60.5%,18.98,16.05,1.67,1.26,5.42,4.70,48.27,11.31,0.00,1.454,10,(20.0%),2,0,732,(89.2%),12,(25.0%),4,4,3,16,(75.0%),9,(77.8%),12,(75.0%),13,2,3,2,1,38,12,85,11.8%,61%
第11節,アルビレックス新潟,ジェフユナイテッド千葉,2,0,1,3,2021.5.1 14:00 Kick Off,曇時々晴,全面良芝,"12,522人",19℃,80.2%,73.9%,60.1%,57.7%,45.2%,55.8%,15.01,12.42,1.68,0.92,7.54,6.56,85.46,13.44,0.32,0.657,9,(22.2%),4,0,683,(88.1%),9,(33.3%),16,2,3,11,(63.6%),6,(50.0%),21,(76.2%),22,2,0,0,0,27,3,104,8.7%,62.5%
第12節,大宮アルディージャ,アルビレックス新潟,2,3,0,3,2021.5.5 14:00 Kick Off,曇,全面良芝,"4,275人",20.7℃,71.4%,63.5%,63.9%,64.1%,73.9%,74.2%,25.41,20.01,2.79,2.61,12.21,9.27,83.27,12.16,0.00,1.916,16,(18.8%),6,0,793,(88.8%),12,(41.7%),13,7,5,29,(89.7%),18,(44.4%),15,(73.3%),21,1,1,0,0,48,17,125,12.8%,68.7%
第13節,アルビレックス新潟,松本山雅ＦＣ,0,0,1,1,2021.5.9 14:00 Kick Off,晴,全面良芝,"13,101人",21.2℃,65.1%,70.7%,69.5%,60.2%,76.9%,70.0%,18.78,16.43,0.00,2.35,3.32,0.00,81.02,11.98,0.25,0.588,7,(0.0%),3,0,773,(88.7%),9,(0.0%),5,3,3,22,(95.5%),14,(64.3%),17,(64.7%),23,4,6,0,0,38,16,110,6.4%,68.4%
第14節,ＦＣ町田ゼルビア,アルビレックス新潟,2,1,0,0,2021.5.16 15:00 Kick Off,曇,全面良芝,"3,430人",22.2℃,58.1%,69.9%,67.4%,73.4%,74.8%,77.4%,24.07,20.34,3.19,0.54,7.62,4.84,68.64,7.88,0.00,0.917,7,(14.3%),5,0,770,(86.9%),28,(21.4%),9,1,8,24,(95.8%),5,(80.0%),6,(16.7%),9,0,0,1,0,55,18,105,6.7%,70.3%
第15節,アルビレックス新潟,京都サンガF.C.,0,1,1,0,2021.5.23 14:00 Kick Off,曇,全面良芝,"12,684人",19.6℃,62.9%,54.5%,43.1%,57.6%,66.0%,61.3%,19.07,13.60,2.18,3.30,12.33,0.00,83.33,9.79,0.25,1.692,17,(0.0%),6,0,512,(80.9%),15,(26.7%),17,1,10,21,(95.2%),19,(52.6%),20,(70.0%),10,1,3,0,0,35,11,131,13.0%,56.8%
第16節,アルビレックス新潟,ＦＣ琉球,2,1,1,3,2021.5.30 14:00 Kick Off,晴,全面良芝,"14,759人",19.7℃,59.7%,48.9%,64.8%,56.6%,52.6%,47.7%,20.18,17.06,1.09,2.03,6.34,5.84,80.68,18.59,0.07,1.259,8,(25.0%),3,0,551,(85.8%),16,(12.5%),13,0,8,20,(95.0%),19,(52.6%),14,(78.6%),36,0,0,1,0,56,11,104,7.7%,55.5%
第17節,ヴァンフォーレ甲府,アルビレックス新潟,2,2,0,1,2021.6.5 14:00 Kick Off,曇,全面良芝,"5,756人",27.3℃,55.1%,75.0%,56.0%,64.4%,45.1%,63.3%,20.29,17.54,1.66,1.08,4.92,6.69,68.66,16.80,0.00,0.754,8,(25.0%),4,0,708,(89.5%),13,(23.1%),9,1,3,18,(94.4%),11,(36.4%),13,(76.9%),23,3,0,1,0,57,9,98,8.2%,59.3%
第18節,アルビレックス新潟,ファジアーノ岡山,0,1,1,0,2021.6.13 14:00 Kick Off,曇,全面良芝,"12,689人",25.6℃,71.6%,65.9%,57.7%,63.2%,54.3%,73.3%,23.63,19.64,2.23,1.75,7.02,0.00,94.59,11.36,0.03,1.518,12,(0.0%),3,0,721,(87.7%),17,(23.5%),12,5,8,20,(100.0%),17,(52.9%),22,(68.2%),15,2,1,1,0,53,12,119,10.1%,64.9%
第19節,ブラウブリッツ秋田,アルビレックス新潟,0,2,0,3,2021.6.21 19:00 Kick Off,晴,全面良芝,"3,013人",19.2℃,71.9%,81.2%,77.0%,54.6%,57.6%,51.2%,18.64,15.37,1.02,2.25,7.24,6.07,77.56,12.93,0.03,1.532,17,(11.8%),4,0,591,(81.4%),13,(15.4%),15,3,0,24,(91.7%),14,(57.1%),15,(73.3%),24,1,3,0,0,29,12,119,14.3%,66.2%
