Round,Hteam,Ateam,Hscore,Ascore,HorA,WorL,Date,Wether,Grass_condition,Spectators,temperature,TimeLine1,TimeLine2,TimeLine3,TimeLine4,TimeLine5,TimeLine6,Attack_CBP,Pass_CBP,Cross_CBP,Dribble_CBP,Shots_CBP,Score_CBP,Seizure,Diffence,Save_CBP,Expect_Goal,Shots,Shots_Success,On_Target,PK,Pass,Pass_Success,Cross,Cross_Success,D_FK,I_FK,CK,Throwing,Throwing_Success,Dribble,Dribble_Success,Tackle,Tackle_Success,Clear,Intercept,OffSide,Yellow,Red,Approach_30m,Approach_Penalty,Attack_Num,Chances,Control
第4節,レノファ山口ＦＣ,ファジアーノ岡山,0,0,0,1,2021.3.21 16:00 Kick Off,曇,全面良芝,"3,276人",13.9℃,44.1%,47.7%,46.8%,53.9%,44.1%,44.2%,10.11,9.01,0.56,0.54,3.05,0.00,80.52,17.88,0.24,1.398,11,(0.0%),2,0,414,(75.6%),8,(12.5%),7,1,4,21,(85.7%),7,(28.6%),16,(62.5%),36,0,2,0,0,28,10,113,9.7%,46.5%
第5節,モンテディオ山形,ファジアーノ岡山,0,1,0,3,2021.3.28 14:00 Kick Off,曇のち雨,全面良芝,"3,512人",13.7℃,53.7%,47.0%,45.2%,35.8%,48.5%,37.7%,9.18,6.92,2.15,0.11,4.63,4.26,107.89,24.36,0.36,0.569,8,(12.5%),2,0,349,(65.9%),10,(40.0%),11,1,2,29,(86.2%),7,(14.3%),24,(62.5%),60,1,0,3,0,25,10,135,5.9%,44.3%
第6節,ファジアーノ岡山,ジュビロ磐田,0,1,1,0,2021.4.4 13:00 Kick Off,雨,全面良芝,"4,614人",18.5℃,49.2%,52.2%,53.8%,45.3%,53.8%,62.5%,15.10,13.43,0.55,1.12,2.41,0.00,99.96,14.04,0.04,0.553,6,(0.0%),1,0,491,(80.4%),11,(9.1%),11,1,3,30,(80.0%),14,(50.0%),18,(61.1%),27,0,2,1,0,34,9,123,4.9%,53.3%
第7節,愛媛ＦＣ,ファジアーノ岡山,2,2,0,1,2021.4.11 16:00 Kick Off,晴,全面良芝,"1,498人",20℃,50.8%,60.7%,65.4%,64.4%,60.4%,63.1%,15.20,12.47,2.67,0.06,14.27,8.39,57.48,8.90,0.00,1.553,18,(11.1%),8,0,552,(77.7%),14,(35.7%),13,0,6,28,(89.3%),5,(20.0%),12,(75.0%),16,0,1,1,0,34,12,110,16.4%,61%
第8節,ファジアーノ岡山,水戸ホーリーホック,1,2,1,0,2021.4.17 16:00 Kick Off,曇,全面良芝,"2,902人",17.5℃,44.5%,54.2%,56.0%,41.4%,31.3%,40.4%,10.22,8.77,0.94,0.51,6.19,2.63,98.22,14.67,0.13,1.189,13,(7.7%),4,0,331,(68.0%),12,(16.7%),8,1,8,24,(79.2%),7,(14.3%),20,(65.0%),20,2,0,1,0,31,10,124,10.5%,44.6%
第9節,ザスパクサツ群馬,ファジアーノ岡山,1,0,0,0,2021.4.21 19:00 Kick Off,晴,全面良芝,975人,18℃,37.8%,47.3%,50.0%,47.4%,65.2%,61.8%,15.27,11.70,2.55,1.02,8.43,0.00,101.90,13.22,0.49,1.933,20,(0.0%),3,0,424,(69.6%),19,(26.3%),11,0,8,36,(63.9%),14,(35.7%),14,(64.3%),22,2,1,0,0,29,10,140,14.3%,52.3%
第10節,ファジアーノ岡山,ギラヴァンツ北九州,1,0,1,3,2021.4.25 14:00 Kick Off,晴,全面良芝,"3,547人",20.8℃,48.0%,44.4%,52.5%,34.0%,50.0%,37.9%,13.65,11.15,1.72,0.78,8.76,2.62,114.75,11.13,0.39,1.25,14,(7.1%),2,0,342,(64.9%),13,(23.1%),11,0,9,38,(68.4%),11,(27.3%),20,(60.0%),17,2,2,1,0,34,15,145,9.7%,44.4%
第11節,ブラウブリッツ秋田,ファジアーノ岡山,0,1,0,3,2021.5.1 13:00 Kick Off,曇のち雨,全面良芝,"1,427人",16.5℃,52.5%,53.4%,45.9%,45.8%,55.1%,53.2%,6.90,5.69,0.98,0.23,4.06,2.92,89.53,15.99,0.40,1.004,8,(12.5%),3,0,285,(51.6%),6,(33.3%),11,1,6,49,(61.2%),9,(33.3%),23,(69.6%),35,0,0,1,0,17,4,148,5.4%,51%
第12節,ファジアーノ岡山,ＦＣ町田ゼルビア,1,2,1,0,2021.5.5 14:00 Kick Off,雨,全面良芝,"3,586人",18.6℃,44.9%,49.1%,69.7%,57.0%,39.5%,52.4%,15.63,12.90,1.46,1.28,8.92,6.06,72.93,14.06,0.59,1.082,15,(6.7%),5,0,527,(78.6%),8,(37.5%),5,0,4,24,(95.8%),11,(45.5%),13,(69.2%),15,0,2,1,0,46,12,113,13.3%,53%
第13節,ジェフユナイテッド千葉,ファジアーノ岡山,4,2,0,0,2021.5.9 14:00 Kick Off,晴,全面良芝,"3,528人",26.2℃,54.7%,64.3%,65.7%,68.1%,63.0%,70.1%,15.78,13.01,2.17,0.61,7.31,8.06,71.81,7.17,0.34,1.339,15,(13.3%),4,0,595,(86.2%),13,(30.8%),17,0,3,20,(95.0%),8,(50.0%),13,(61.5%),12,2,1,0,0,36,11,99,15.2%,64.7%
第14節,大宮アルディージャ,ファジアーノ岡山,0,0,0,1,2021.5.16 14:00 Kick Off,曇,全面良芝,"3,890人",22.6℃,49.9%,36.7%,47.2%,38.3%,42.4%,50.4%,10.83,9.65,0.55,0.63,6.32,0.00,94.97,17.42,0.20,1.023,13,(0.0%),2,0,364,(71.7%),9,(11.1%),9,1,1,16,(93.8%),7,(28.6%),23,(60.9%),30,4,2,1,0,26,8,113,11.5%,44.4%
