Round,Hteam,Ateam,Hscore,Ascore,HorA,WorL,Date,Wether,Grass_condition,Spectators,temperature,TimeLine1,TimeLine2,TimeLine3,TimeLine4,TimeLine5,TimeLine6,Attack_CBP,Pass_CBP,Cross_CBP,Dribble_CBP,Shots_CBP,Score_CBP,Seizure,Diffence,Save_CBP,Expect_Goal,Shots,Shots_Success,On_Target,PK,Pass,Pass_Success,Cross,Cross_Success,D_FK,I_FK,CK,Throwing,Throwing_Success,Dribble,Dribble_Success,Tackle,Tackle_Success,Clear,Intercept,OffSide,Yellow,Red,Approach_30m,Approach_Penalty,Attack_Num,Chances,Control
第5節,徳島ヴォルティス,レノファ山口ＦＣ,4,0,1,3,2020.7.15 19:00 Kick Off,曇,全面良芝,"1,513人",23.6℃,73.4%,56.4%,65.7%,61.6%,65.0%,71.6%,19.28,17.05,1.11,1.11,8.11,9.93,77.15,10.92,0.00,2.121,22,(18.2%),4,0,659,(87.3%),10,(20.0%),12,1,8,21,(85.7%),18,(27.8%),19,(84.2%),7,3,0,0,0,50,21,112,19.6%,66.2%
第6節,徳島ヴォルティス,アビスパ福岡,0,1,1,0,2020.7.19 19:00 Kick Off,晴,全面良芝,"2,261人",26.3℃,85.4%,56.3%,75.2%,70.7%,68.2%,77.5%,15.45,12.53,2.08,0.84,5.14,0.00,64.75,9.08,0.75,1.438,11,(0.0%),3,0,591,(86.0%),16,(25.0%),14,0,3,19,(89.5%),14,(35.7%),15,(53.3%),10,3,3,0,0,43,13,106,10.4%,72.7%
第7節,ジュビロ磐田,徳島ヴォルティス,0,2,0,3,2020.7.25 19:00 Kick Off,曇,全面良芝,"2,505人",28℃,48.3%,51.7%,25.4%,46.2%,46.5%,46.8%,10.62,8.34,0.00,2.28,5.41,2.92,70.56,15.87,0.96,1.545,9,(22.2%),3,1,436,(83.0%),9,(0.0%),12,0,1,13,(92.3%),16,(68.8%),17,(64.7%),26,2,1,0,0,21,6,94,9.6%,43.6%
第8節,ギラヴァンツ北九州,徳島ヴォルティス,2,0,0,0,2020.7.29 19:00 Kick Off,曇,良芝,"1,471人",27.5℃,49.5%,35.3%,44.9%,58.9%,59.0%,61.5%,13.50,10.47,1.72,1.32,5.85,0.00,82.22,12.26,0.33,2.328,12,(0.0%),5,0,427,(82.4%),10,(40.0%),15,3,1,24,(95.8%),17,(29.4%),13,(84.6%),22,2,1,2,0,31,8,118,10.2%,50.9%
第9節,徳島ヴォルティス,モンテディオ山形,1,0,1,3,2020.8.2 19:00 Kick Off,晴,全面良芝,"1,949人",27.6℃,78.3%,45.9%,77.3%,58.5%,57.3%,52.7%,17.42,12.08,3.29,2.05,4.42,1.31,55.04,10.58,0.63,1.56,10,(10.0%),3,0,517,(85.5%),16,(37.5%),19,1,6,22,(90.9%),16,(56.3%),16,(56.3%),15,0,4,0,0,43,20,102,9.8%,63.7%
第10節,徳島ヴォルティス,Ｖ・ファーレン長崎,3,1,1,3,2020.8.8 19:00 Kick Off,晴,全面良芝,"2,415人",28.5℃,53.4%,48.9%,57.3%,40.5%,44.4%,50.8%,13.14,10.02,1.23,1.90,7.56,7.76,57.23,11.24,0.00,1.401,13,(23.1%),4,0,471,(91.1%),3,(66.7%),17,0,1,9,(88.9%),11,(54.5%),14,(78.6%),18,3,1,1,0,32,8,81,16.0%,49.7%
第11節,ＦＣ町田ゼルビア,徳島ヴォルティス,0,1,0,3,2020.8.12 19:33 Kick Off,雨のち曇,全面良芝,887人,26℃,70.5%,72.6%,56.6%,74.4%,63.2%,49.5%,13.91,13.79,0.00,0.12,3.58,3.30,51.65,13.25,0.00,0.714,8,(12.5%),2,0,666,(88.6%),8,(0.0%),15,0,4,19,(94.7%),12,(8.3%),14,(57.1%),17,2,2,0,0,36,9,97,8.2%,63.7%
第12節,ヴァンフォーレ甲府,徳島ヴォルティス,1,1,0,1,2020.8.16 18:00 Kick Off,晴,全面良芝,"2,119人",33.6℃,82.5%,72.6%,57.0%,76.4%,53.2%,74.9%,25.09,21.99,0.50,2.60,8.36,0.31,58.25,8.06,0.24,1.912,15,(6.7%),5,1,754,(90.3%),12,(8.3%),4,0,4,16,(93.8%),12,(50.0%),5,(80.0%),13,1,1,1,0,73,13,86,17.4%,69.2%
第13節,徳島ヴォルティス,ファジアーノ岡山,0,0,1,1,2020.8.19 19:00 Kick Off,晴,全面良芝,"1,950人",28.9℃,58.7%,55.6%,52.7%,55.6%,47.9%,50.1%,15.25,11.15,2.65,1.44,7.35,0.00,55.64,11.31,0.35,1.211,12,(0.0%),4,0,488,(84.6%),15,(33.3%),13,0,6,18,(88.9%),14,(71.4%),19,(63.2%),13,2,2,2,0,45,15,99,12.1%,53.3%
第14節,ジェフユナイテッド千葉,徳島ヴォルティス,1,2,0,3,2020.8.23 19:00 Kick Off,曇,全面良芝,"2,424人",25.5℃,68.5%,51.5%,74.7%,63.7%,67.6%,53.8%,18.38,13.34,3.32,1.73,11.75,5.26,42.17,10.06,1.24,1.707,15,(13.3%),8,0,537,(86.4%),23,(26.1%),12,0,9,14,(85.7%),16,(62.5%),7,(42.9%),12,0,2,2,0,41,19,87,17.2%,62.8%
