Round,Hteam,Ateam,Hscore,Ascore,HorA,WorL,Date,Wether,Grass_condition,Spectators,temperature,TimeLine1,TimeLine2,TimeLine3,TimeLine4,TimeLine5,TimeLine6,Attack_CBP,Pass_CBP,Cross_CBP,Dribble_CBP,Shots_CBP,Score_CBP,Seizure,Diffence,Save_CBP,Expect_Goal,Shots,Shots_Success,On_Target,PK,Pass,Pass_Success,Cross,Cross_Success,D_FK,I_FK,CK,Throwing,Throwing_Success,Dribble,Dribble_Success,Tackle,Tackle_Success,Clear,Intercept,OffSide,Yellow,Red,Approach_30m,Approach_Penalty,Attack_Num,Chances,Control
第7節,愛媛ＦＣ,ＦＣ琉球,1,1,0,1,2020.7.25 19:00 Kick Off,晴,全面良芝,"1,442人",26.2℃,54.0%,50.4%,52.2%,45.3%,67.8%,49.8%,17.50,15.55,1.13,0.82,4.82,2.61,60.30,12.01,0.43,1.947,12,(8.3%),3,0,541,(82.6%),12,(16.7%),12,3,4,30,(83.3%),9,(33.3%),19,(42.1%),13,0,3,2,0,40,8,121,9.9%,52.9%
第8節,ＦＣ琉球,ジュビロ磐田,2,2,1,1,2020.7.29 19:00 Kick Off,曇,全面良芝,766人,31℃,42.7%,26.8%,31.0%,30.1%,33.3%,36.4%,10.94,9.64,0.44,0.85,8.27,6.40,58.32,15.96,1.01,0.891,12,(16.7%),4,0,347,(76.4%),6,(16.7%),10,1,2,12,(83.3%),8,(37.5%),19,(73.7%),24,2,3,0,0,29,9,104,11.5%,33.4%
第9節,ファジアーノ岡山,ＦＣ琉球,1,2,0,3,2020.8.1 19:00 Kick Off,雨,全面良芝,"2,099人",28.3℃,64.5%,67.9%,68.4%,63.0%,62.4%,60.5%,25.23,20.85,2.65,1.74,10.12,5.72,80.55,10.65,0.26,1.871,17,(11.8%),5,0,614,(84.0%),20,(25.0%),13,2,6,28,(96.4%),8,(62.5%),18,(88.9%),16,5,0,1,0,62,23,119,14.3%,64.6%
第10節,東京ヴェルディ,ＦＣ琉球,0,1,0,3,2020.8.8 18:00 Kick Off,晴,全面良芝,"2,281人",29.7℃,46.2%,57.6%,53.3%,47.5%,46.6%,34.5%,17.25,15.76,0.50,0.99,6.06,0.31,72.41,12.26,1.08,1.545,12,(8.3%),3,1,507,(82.6%),8,(12.5%),6,1,6,19,(84.2%),8,(50.0%),10,(60.0%),13,5,1,0,0,60,13,105,11.4%,47.9%
第11節,ＦＣ琉球,ヴァンフォーレ甲府,1,2,1,0,2020.8.12 19:00 Kick Off,晴,全面良芝,0人,30.6℃,58.6%,54.7%,64.4%,54.8%,56.3%,58.3%,20.62,18.65,1.73,0.24,2.82,0.31,60.81,9.90,0.38,1.457,7,(14.3%),2,1,726,(89.1%),17,(17.6%),11,1,3,11,(100.0%),4,(25.0%),7,(85.7%),23,4,1,1,0,59,6,93,7.5%,58%
第12節,ザスパクサツ群馬,ＦＣ琉球,0,1,0,3,2020.8.16 19:00 Kick Off,晴,全面良芝,"1,028人",30.8℃,48.1%,63.7%,52.4%,46.4%,37.8%,45.4%,16.17,14.90,1.03,0.24,4.47,1.31,82.28,19.54,0.17,1.013,10,(10.0%),2,0,523,(83.0%),10,(20.0%),13,1,7,17,(76.5%),7,(42.9%),18,(72.2%),31,2,2,0,0,37,11,112,8.9%,49.1%
第13節,ＦＣ琉球,栃木ＳＣ,2,2,1,1,2020.8.19 19:00 Kick Off,晴,全面良芝,0人,30.3℃,65.9%,69.5%,70.0%,77.1%,72.1%,78.1%,24.59,21.52,1.50,1.57,8.61,5.87,45.22,9.33,0.32,0.544,10,(20.0%),4,0,821,(83.9%),26,(11.5%),12,0,6,27,(96.3%),12,(50.0%),10,(90.0%),19,0,0,1,0,65,15,102,9.8%,72.4%
第14節,アルビレックス新潟,ＦＣ琉球,1,0,0,0,2020.8.23 18:00 Kick Off,晴,全面良芝,"4,476人",27.1℃,37.4%,44.8%,51.7%,66.4%,69.5%,66.9%,14.83,12.43,1.38,1.01,2.32,0.00,81.19,11.54,0.06,0.833,6,(0.0%),1,0,551,(84.8%),15,(20.0%),16,0,2,15,(80.0%),9,(55.6%),21,(61.9%),20,1,5,4,0,58,8,106,5.7%,54.8%
第15節,ＦＣ琉球,モンテディオ山形,1,4,1,0,2020.8.29 19:00 Kick Off,晴,全面良芝,0人,30.1℃,66.7%,51.1%,54.5%,57.2%,54.8%,66.4%,24.47,20.56,2.11,1.79,9.39,2.61,78.10,8.48,1.87,2.039,19,(5.3%),7,0,645,(84.7%),18,(22.2%),6,2,8,22,(95.5%),12,(50.0%),15,(66.7%),10,1,1,1,0,62,23,109,17.4%,58.8%
第16節,ツエーゲン金沢,ＦＣ琉球,2,1,0,0,2020.9.2 19:00 Kick Off,晴,全面良芝,"1,149人",31.7℃,48.9%,43.2%,71.9%,62.0%,67.2%,50.3%,21.34,19.87,0.00,1.47,4.93,3.17,72.13,15.37,0.87,0.869,9,(11.1%),2,0,649,(88.4%),10,(0.0%),8,0,3,16,(100.0%),9,(55.6%),22,(68.2%),29,6,0,1,0,46,8,102,8.8%,57.3%
第17節,ＦＣ町田ゼルビア,ＦＣ琉球,4,2,0,0,2020.9.6 19:00 Kick Off,雨のち曇,全面良芝,880人,25.1℃,52.2%,58.1%,50.7%,58.0%,53.1%,55.7%,25.51,22.86,1.12,1.54,7.13,3.22,76.36,11.00,0.31,0.859,13,(7.7%),3,0,708,(84.0%),16,(12.5%),9,1,2,21,(100.0%),14,(28.6%),20,(75.0%),7,3,1,1,0,67,13,113,11.5%,54.4%
第18節,ＦＣ琉球,大宮アルディージャ,5,0,1,3,2020.9.9 19:00 Kick Off,晴,全面良芝,744人,27.2℃,65.2%,31.4%,37.8%,45.7%,34.1%,55.3%,14.80,12.25,1.11,1.44,9.87,15.75,62.35,14.03,0.76,2.326,15,(33.3%),7,0,483,(82.2%),13,(15.4%),10,1,6,15,(86.7%),4,(100.0%),10,(50.0%),22,2,0,0,0,33,9,106,14.2%,46.6%
第19節,京都サンガF.C.,ＦＣ琉球,1,0,0,0,2020.9.13 18:30 Kick Off,曇,全面良芝,"2,972人",24.7℃,47.7%,42.9%,48.7%,49.9%,70.6%,55.7%,17.05,16.32,0.46,0.27,2.57,0.00,52.06,16.62,0.33,0.208,6,(0.0%),0,0,590,(86.1%),11,(9.1%),7,1,2,9,(100.0%),2,(50.0%),24,(62.5%),19,1,0,3,0,34,5,91,6.6%,52.2%
第20節,ＦＣ琉球,水戸ホーリーホック,3,2,1,3,2020.9.19 19:00 Kick Off,晴,全面良芝,"1,267人",28.4℃,58.0%,54.8%,42.0%,42.8%,28.8%,57.5%,18.66,16.03,1.60,1.03,9.67,9.48,88.78,11.51,0.07,1.535,20,(15.0%),4,0,501,(83.0%),17,(17.6%),9,1,5,12,(91.7%),9,(44.4%),17,(70.6%),26,2,1,0,0,47,11,102,19.6%,47.8%
