Round,Hteam,Ateam,Hscore,Ascore,HorA,WorL,Date,Wether,Grass_condition,Spectators,temperature,TimeLine1,TimeLine2,TimeLine3,TimeLine4,TimeLine5,TimeLine6,Attack_CBP,Pass_CBP,Cross_CBP,Dribble_CBP,Shots_CBP,Score_CBP,Seizure,Diffence,Save_CBP,Expect_Goal,Shots,Shots_Success,On_Target,PK,Pass,Pass_Success,Cross,Cross_Success,D_FK,I_FK,CK,Throwing,Throwing_Success,Dribble,Dribble_Success,Tackle,Tackle_Success,Clear,Intercept,OffSide,Yellow,Red,Approach_30m,Approach_Penalty,Attack_Num,Chances,Control
第16節,ジュビロ磐田,東京ヴェルディ,2,2,0,1,2020.9.2 19:48 Kick Off,晴,全面良芝,"1,931人",29.3℃,59.2%,55.7%,73.3%,76.7%,68.3%,66.8%,21.77,20.97,0.53,0.27,9.82,5.53,51.51,12.35,0.04,1.038,11,(18.2%),5,0,733,(88.3%),14,(7.1%),19,3,7,25,(96.0%),4,(25.0%),6,(83.3%),19,0,2,1,0,50,17,110,10.0%,67.9%
第17節,東京ヴェルディ,愛媛ＦＣ,0,1,1,0,2020.9.5 18:00 Kick Off,曇,全面良芝,"1,781人",28.7℃,54.4%,56.8%,70.8%,61.8%,61.5%,67.7%,22.92,19.92,2.34,0.66,6.89,0.00,77.06,11.98,0.14,1.202,16,(0.0%),2,0,649,(80.3%),16,(25.0%),14,3,6,33,(100.0%),5,(40.0%),14,(85.7%),11,1,2,1,0,51,12,131,12.2%,63.3%
第18節,ファジアーノ岡山,東京ヴェルディ,0,1,0,3,2020.9.9 19:00 Kick Off,曇,全面良芝,"3,052人",25.9℃,60.2%,58.8%,57.3%,52.7%,42.6%,38.0%,10.81,10.57,0.00,0.24,5.28,2.60,80.41,15.98,0.31,0.911,8,(12.5%),3,0,472,(77.1%),8,(0.0%),12,5,3,20,(85.0%),5,(40.0%),24,(70.8%),22,3,3,1,0,27,8,122,6.6%,51.6%
第19節,東京ヴェルディ,ザスパクサツ群馬,1,3,1,0,2020.9.13 18:00 Kick Off,曇,全面良芝,"2,263人",24℃,57.8%,62.5%,70.8%,61.9%,69.3%,69.6%,34.13,30.68,2.57,0.88,9.32,1.23,87.31,16.45,0.19,2.155,13,(7.7%),6,1,784,(86.5%),23,(21.7%),6,2,7,20,(95.0%),8,(50.0%),17,(82.4%),17,1,2,1,0,79,26,112,11.6%,65.8%
第20節,レノファ山口ＦＣ,東京ヴェルディ,2,1,0,0,2020.9.19 19:00 Kick Off,曇時々晴,全面良芝,"1,829人",20.4℃,51.5%,80.3%,56.8%,48.6%,56.2%,63.3%,20.67,17.91,2.30,0.46,5.78,1.31,68.91,11.10,0.07,1.706,10,(10.0%),4,1,635,(82.2%),15,(26.7%),12,3,3,27,(100.0%),8,(50.0%),12,(66.7%),19,0,4,3,1,57,16,117,8.5%,58.5%
第21節,ツエーゲン金沢,東京ヴェルディ,0,0,0,1,2020.9.23 19:00 Kick Off,晴,全面良芝,"1,362人",25.8℃,69.5%,60.3%,57.1%,67.1%,60.9%,72.1%,21.63,20.27,0.50,0.87,3.53,0.00,51.40,12.34,0.36,0.447,6,(0.0%),3,0,735,(85.0%),10,(10.0%),16,3,4,22,(100.0%),4,(75.0%),8,(75.0%),20,3,1,2,0,45,15,114,5.3%,65%
第22節,東京ヴェルディ,ギラヴァンツ北九州,1,0,1,3,2020.9.27 16:00 Kick Off,晴,全面良芝,"1,301人",22.9℃,35.7%,44.3%,30.3%,46.1%,34.7%,39.2%,14.01,11.51,2.20,0.30,6.18,2.93,82.13,19.79,0.77,1.859,13,(7.7%),5,0,380,(73.9%),11,(36.4%),9,3,4,22,(95.5%),4,(25.0%),14,(64.3%),26,2,3,1,0,31,14,113,11.5%,38.5%
第23節,ヴァンフォーレ甲府,東京ヴェルディ,0,0,0,1,2020.9.30 19:00 Kick Off,晴,全面良芝,"2,161人",21.8℃,59.3%,65.8%,46.2%,48.8%,43.2%,49.7%,19.36,17.59,1.24,0.52,7.01,0.00,42.60,12.04,1.82,0.843,11,(0.0%),4,0,638,(87.9%),6,(33.3%),10,3,3,14,(100.0%),6,(33.3%),8,(50.0%),11,2,2,0,0,35,13,90,12.2%,52.1%
第24節,東京ヴェルディ,大宮アルディージャ,3,1,1,3,2020.10.3 16:00 Kick Off,曇,全面良芝,"4,161人",24.2℃,60.3%,60.3%,60.8%,45.1%,57.5%,33.7%,12.61,11.94,0.52,0.15,2.77,6.39,53.85,14.75,0.14,1.061,6,(50.0%),3,0,564,(85.1%),9,(11.1%),13,4,8,21,(85.7%),2,(100.0%),18,(72.2%),23,1,1,0,0,31,10,107,5.6%,52.4%
第25節,東京ヴェルディ,ファジアーノ岡山,0,1,1,0,2020.10.11 16:00 Kick Off,曇時々雨,全面良芝,"2,188人",21.5℃,50.0%,61.7%,52.4%,55.4%,77.2%,64.4%,20.35,18.91,0.00,1.45,2.19,0.00,47.93,10.81,0.10,0.405,6,(0.0%),0,0,674,(85.6%),13,(0.0%),12,1,6,18,(100.0%),9,(55.6%),14,(42.9%),15,2,3,0,0,55,8,93,6.5%,59%
