Round,Hteam,Ateam,Hscore,Ascore,HorA,WorL,Date,Wether,Grass_condition,Spectators,temperature,TimeLine1,TimeLine2,TimeLine3,TimeLine4,TimeLine5,TimeLine6,Attack_CBP,Pass_CBP,Cross_CBP,Dribble_CBP,Shots_CBP,Score_CBP,Seizure,Diffence,Save_CBP,Expect_Goal,Shots,Shots_Success,On_Target,PK,Pass,Pass_Success,Cross,Cross_Success,D_FK,I_FK,CK,Throwing,Throwing_Success,Dribble,Dribble_Success,Tackle,Tackle_Success,Clear,Intercept,OffSide,Yellow,Red,Approach_30m,Approach_Penalty,Attack_Num,Chances,Control
第7節,ギラヴァンツ北九州,レノファ山口ＦＣ,2,0,0,0,2020.7.25 19:00 Kick Off,曇,全面良芝,"2,455人",25.5℃,39.3%,43.4%,51.1%,41.7%,46.4%,39.4%,14.74,9.77,3.15,1.83,4.62,0.00,117.28,14.29,0.32,0.957,12,(0.0%),4,0,365,(71.2%),18,(33.3%),13,1,3,29,(79.3%),14,(57.1%),17,(70.6%),15,2,2,1,0,33,11,143,8.4%,43.9%
第8節,レノファ山口ＦＣ,Ｖ・ファーレン長崎,1,2,1,0,2020.7.29 19:00 Kick Off,曇時々晴,良芝,"1,144人",27.7℃,41.5%,62.1%,37.8%,44.7%,37.5%,36.3%,15.44,12.41,1.06,1.96,9.05,2.93,73.80,14.29,0.00,1.348,17,(5.9%),3,0,443,(78.1%),17,(11.8%),6,0,5,22,(90.9%),9,(77.8%),17,(64.7%),11,0,2,6,1,32,14,107,15.9%,42.7%
第9節,ヴァンフォーレ甲府,レノファ山口ＦＣ,1,1,0,1,2020.8.2 18:00 Kick Off,曇のち雨,全面良芝,"2,137人",27.1℃,60.1%,74.9%,55.6%,61.5%,45.1%,52.4%,18.46,15.88,1.57,1.02,12.06,2.96,63.07,11.86,0.53,1.215,16,(6.3%),5,0,591,(87.0%),14,(21.4%),13,3,5,11,(90.9%),6,(66.7%),17,(70.6%),16,0,4,2,0,43,12,101,15.8%,57.8%
第10節,レノファ山口ＦＣ,栃木ＳＣ,0,1,1,0,2020.8.8 19:00 Kick Off,曇,全面良芝,"1,688人",27.6℃,50.1%,67.9%,62.1%,71.0%,65.6%,66.9%,12.40,9.42,1.02,1.96,2.21,0.00,62.84,13.11,0.06,0.467,9,(0.0%),1,0,497,(74.2%),18,(11.1%),21,1,5,26,(84.6%),12,(58.3%),12,(75.0%),20,3,0,1,0,39,5,124,7.3%,64.7%
第11節,アルビレックス新潟,レノファ山口ＦＣ,2,1,0,0,2020.8.12 19:00 Kick Off,曇,全面良芝,"3,904人",28.1℃,33.0%,39.2%,55.9%,71.6%,72.7%,58.1%,17.77,13.90,2.72,1.16,6.11,3.98,61.06,11.24,0.27,1.437,11,(9.1%),3,0,544,(81.8%),16,(31.3%),16,2,5,21,(90.5%),13,(38.5%),20,(50.0%),7,2,2,2,1,53,9,108,10.2%,55.2%
第12節,レノファ山口ＦＣ,大宮アルディージャ,1,0,1,3,2020.8.16 19:00 Kick Off,晴,全面良芝,"1,515人",29.4℃,55.9%,49.9%,52.1%,59.0%,48.0%,47.5%,15.72,13.28,1.62,0.82,7.15,2.61,100.74,12.66,0.50,1.052,16,(6.3%),2,0,481,(81.1%),14,(21.4%),12,3,3,22,(90.9%),8,(37.5%),19,(94.7%),20,2,3,1,0,36,11,109,14.7%,52.3%
第13節,ザスパクサツ群馬,レノファ山口ＦＣ,2,1,0,0,2020.8.19 19:00 Kick Off,晴,全面良芝,646人,32.4℃,55.0%,47.6%,53.8%,42.8%,48.3%,41.5%,13.77,10.24,1.65,1.88,3.53,2.96,89.33,22.95,0.88,0.778,13,(7.7%),3,0,402,(71.4%),13,(23.1%),6,0,1,28,(89.3%),12,(66.7%),18,(66.7%),44,1,0,0,0,30,12,129,10.1%,47.9%
第14節,レノファ山口ＦＣ,ＦＣ町田ゼルビア,0,2,1,0,2020.8.22 19:00 Kick Off,曇,全面良芝,"1,551人",25℃,58.5%,68.4%,57.3%,64.7%,62.7%,65.1%,17.99,16.11,1.09,0.79,9.87,0.00,69.27,12.17,0.08,1.117,11,(0.0%),8,0,631,(81.8%),14,(14.3%),12,5,4,37,(86.5%),11,(54.5%),11,(63.6%),10,1,4,1,0,47,7,142,7.7%,62.7%
第15節,レノファ山口ＦＣ,ツエーゲン金沢,1,3,1,0,2020.8.29 19:00 Kick Off,晴,全面良芝,"1,358人",28.4℃,60.6%,59.1%,67.5%,63.4%,69.6%,57.4%,21.97,16.47,3.03,2.46,13.17,3.98,67.31,12.33,0.37,1.276,17,(5.9%),5,0,603,(79.9%),17,(35.3%),13,0,4,32,(90.6%),18,(50.0%),18,(61.1%),15,0,1,0,0,50,17,140,12.1%,62.3%
第16節,モンテディオ山形,レノファ山口ＦＣ,0,0,0,1,2020.9.2 19:00 Kick Off,曇,良芝,"2,294人",28.6℃,41.5%,33.3%,52.6%,49.7%,39.4%,52.3%,7.60,6.56,0.00,1.04,4.54,0.00,90.64,19.52,0.53,0.335,8,(0.0%),0,0,343,(64.1%),10,(0.0%),9,1,5,21,(66.7%),6,(50.0%),14,(85.7%),28,2,0,4,0,23,4,127,6.3%,44.8%
第17節,アビスパ福岡,レノファ山口ＦＣ,2,0,0,0,2020.9.5 19:00 Kick Off,曇,全面良芝,"1,692人",25.2℃,60.2%,60.2%,55.3%,62.8%,67.9%,74.7%,18.77,14.85,3.17,0.75,4.06,0.00,80.38,11.86,1.02,1.661,8,(0.0%),2,1,611,(83.0%),22,(27.3%),17,4,5,17,(100.0%),11,(36.4%),13,(53.8%),23,1,1,2,0,49,7,119,6.7%,63.2%
第18節,レノファ山口ＦＣ,松本山雅ＦＣ,2,2,1,1,2020.9.9 19:00 Kick Off,晴時々曇,全面良芝,"1,093人",24.7℃,67.2%,61.8%,55.3%,60.4%,54.8%,58.3%,20.04,14.42,3.26,2.37,5.86,5.42,72.34,10.72,0.00,1.567,14,(14.3%),2,0,573,(83.4%),21,(28.6%),12,2,4,26,(88.5%),14,(71.4%),16,(62.5%),9,1,6,1,0,38,10,114,12.3%,60.1%
第19節,水戸ホーリーホック,レノファ山口ＦＣ,4,2,0,0,2020.9.13 19:00 Kick Off,雨時々曇,全面良芝,"1,353人",21.6℃,43.6%,46.8%,49.4%,44.4%,63.6%,56.8%,14.37,9.83,3.57,0.97,3.61,6.68,71.34,12.16,1.52,1.016,8,(25.0%),2,0,511,(78.9%),29,(24.1%),11,3,6,20,(95.0%),16,(50.0%),16,(56.3%),15,1,2,1,0,33,8,116,6.9%,49.8%
第20節,レノファ山口ＦＣ,東京ヴェルディ,2,1,1,3,2020.9.19 19:00 Kick Off,曇時々晴,全面良芝,"1,829人",20.4℃,48.5%,19.7%,43.2%,51.4%,43.8%,36.7%,10.92,8.10,1.55,1.27,7.09,6.40,71.44,14.99,2.58,1.317,13,(15.4%),4,0,356,(74.2%),13,(23.1%),7,4,2,20,(90.0%),10,(60.0%),14,(42.9%),27,2,3,2,0,36,9,108,12.0%,41.5%
第21節,ジェフユナイテッド千葉,レノファ山口ＦＣ,1,2,0,3,2020.9.23 19:00 Kick Off,曇時々雨,全面良芝,"1,479人",21.6℃,48.4%,35.7%,43.2%,28.5%,43.1%,36.3%,8.64,6.02,2.19,0.43,4.13,5.36,75.55,13.54,0.66,0.703,6,(33.3%),3,0,320,(69.4%),13,(30.8%),7,4,5,23,(82.6%),9,(11.1%),13,(61.5%),21,1,2,1,0,24,6,109,5.5%,39.5%
第22節,レノファ山口ＦＣ,ファジアーノ岡山,1,2,1,0,2020.9.27 19:00 Kick Off,晴,全面良芝,"2,345人",19.5℃,51.4%,50.6%,50.5%,43.6%,36.3%,48.0%,16.11,10.55,4.57,0.99,3.31,3.30,61.85,15.87,0.40,2.181,13,(7.7%),3,0,449,(75.7%),17,(47.1%),9,4,3,23,(87.0%),7,(71.4%),12,(66.7%),19,1,2,0,0,38,15,116,11.2%,47.2%
第23節,レノファ山口ＦＣ,ジュビロ磐田,3,0,1,3,2020.9.30 19:00 Kick Off,晴,全面良芝,"1,129人",21℃,39.7%,37.6%,23.6%,43.5%,31.7%,40.3%,9.61,6.21,1.69,1.71,7.26,6.52,72.68,22.57,0.43,1.498,11,(27.3%),4,0,281,(69.0%),8,(37.5%),11,3,6,13,(76.9%),9,(66.7%),9,(55.6%),33,2,2,1,0,21,6,110,10.0%,36.4%
第24節,愛媛ＦＣ,レノファ山口ＦＣ,0,0,0,1,2020.10.3 18:00 Kick Off,晴,全面良芝,"1,973人",24.6℃,38.8%,53.8%,53.6%,52.3%,54.6%,48.8%,14.16,11.73,1.59,0.83,3.78,0.00,92.83,17.58,0.28,1.207,12,(0.0%),2,0,520,(80.2%),25,(16.0%),6,4,7,32,(90.6%),12,(58.3%),23,(82.6%),24,0,1,0,0,43,8,129,9.3%,50.1%
第25節,Ｖ・ファーレン長崎,レノファ山口ＦＣ,4,3,0,0,2020.10.10 14:00 Kick Off,曇,全面良芝,"3,935人",25.6℃,41.3%,46.4%,54.8%,46.7%,29.3%,53.2%,10.32,8.33,1.53,0.46,8.97,8.26,56.23,17.75,0.15,1.23,12,(25.0%),6,0,426,(79.3%),12,(25.0%),12,4,3,17,(82.4%),7,(42.9%),11,(45.5%),28,2,1,1,0,24,5,102,11.8%,46.4%
