Round,Hteam,Ateam,Hscore,Ascore,HorA,WorL,Date,Wether,Grass_condition,Spectators,temperature,TimeLine1,TimeLine2,TimeLine3,TimeLine4,TimeLine5,TimeLine6,Attack_CBP,Pass_CBP,Cross_CBP,Dribble_CBP,Shots_CBP,Score_CBP,Seizure,Diffence,Save_CBP,Expect_Goal,Shots,Shots_Success,On_Target,PK,Pass,Pass_Success,Cross,Cross_Success,D_FK,I_FK,CK,Throwing,Throwing_Success,Dribble,Dribble_Success,Tackle,Tackle_Success,Clear,Intercept,OffSide,Yellow,Red,Approach_30m,Approach_Penalty,Attack_Num,Chances,Control
第11節,ロアッソ熊本,セレッソ大阪Ｕ−２３,3,2,1,3,2019.6.9 19:00 Kick Off,曇,全面良芝,"4,019人",24.2℃,62.2%,71.6%,73.4%,50.9%,42.1%,43.6%,15.99,11.37,2.35,2.28,12.08,7.56,76.71,14.05,0.28,1.821,16,(18.8%),7,0,573,(85.2%),14,(35.7%),11,0,3,23,(91.3%),14,(42.9%),14,(57.1%),29,1,3,0,0,41,13,112,14.3%,58.7%
第12節,ロアッソ熊本,ＦＣ東京Ｕ−２３,1,2,1,0,2019.6.15 18:00 Kick Off,晴,全面良芝,"4,161人",21.5℃,55.0%,62.2%,58.7%,53.9%,36.4%,54.6%,21.25,16.41,2.90,1.94,8.01,2.87,106.94,15.47,0.62,2.2,18,(5.6%),5,0,566,(83.4%),22,(27.3%),14,1,5,19,(100.0%),15,(53.3%),18,(94.4%),20,5,1,1,0,47,18,128,14.1%,53.4%
第13節,ブラウブリッツ秋田,ロアッソ熊本,1,2,0,3,2019.6.23 15:00 Kick Off,晴,全面良芝,"1,326人",26.1℃,42.5%,45.7%,55.6%,54.9%,49.8%,44.3%,13.79,11.59,1.05,1.15,4.29,6.68,107.33,15.22,0.37,0.356,7,(28.6%),4,0,523,(83.6%),11,(18.2%),9,3,3,18,(77.8%),4,(75.0%),18,(83.3%),40,1,4,2,0,34,11,102,6.9%,48.6%
第14節,ロアッソ熊本,ザスパクサツ群馬,2,1,1,3,2019.6.30 18:00 Kick Off,雨,全面良芝,"3,085人",23.4℃,64.4%,63.4%,69.0%,47.5%,50.1%,39.5%,13.53,11.89,1.02,0.63,9.15,6.08,79.14,20.81,1.57,0.812,12,(16.7%),7,0,521,(82.7%),14,(14.3%),12,1,3,21,(90.5%),5,(40.0%),17,(76.5%),36,1,0,1,0,30,8,106,11.3%,56%
第15節,Ｙ．Ｓ．Ｃ．Ｃ．横浜,ロアッソ熊本,2,2,0,1,2019.7.7 17:00 Kick Off,雨,良芝,"1,373人",19.8℃,55.6%,49.4%,53.4%,46.5%,57.0%,49.2%,12.50,9.07,2.04,1.39,14.05,8.75,92.73,19.27,0.25,2.351,19,(10.5%),8,0,465,(74.2%),22,(18.2%),14,2,11,29,(79.3%),12,(58.3%),14,(71.4%),23,2,4,2,0,30,11,152,12.5%,51.5%
第16節,ロアッソ熊本,カターレ富山,2,1,1,3,2019.7.14 19:00 Kick Off,曇,全面良芝,"5,093人",23.8℃,41.1%,56.8%,62.8%,54.6%,60.8%,50.3%,12.45,11.67,0.58,0.21,6.82,3.87,78.06,14.24,0.57,1.052,10,(20.0%),2,0,569,(81.7%),11,(9.1%),9,3,3,21,(85.7%),5,(40.0%),15,(86.7%),25,4,1,1,0,29,6,115,8.7%,54%
第17節,福島ユナイテッドＦＣ,ロアッソ熊本,1,0,0,0,2019.7.21 15:00 Kick Off,雨,不良,"3,406人",20.2℃,51.7%,44.0%,53.6%,48.7%,48.4%,53.4%,14.10,11.75,1.59,0.75,5.81,0.00,90.72,19.80,0.08,1.491,18,(0.0%),3,0,409,(53.5%),23,(13.0%),15,4,6,47,(78.7%),11,(27.3%),17,(82.4%),19,2,2,0,0,36,10,175,10.3%,50%
第18節,ガイナーレ鳥取,ロアッソ熊本,3,1,0,0,2019.7.27 19:00 Kick Off,曇,良芝,"2,857人",28.9℃,57.3%,60.9%,43.1%,73.3%,67.7%,57.8%,24.68,19.20,3.37,2.11,9.97,2.51,61.45,9.33,0.43,1.568,13,(7.7%),3,0,664,(85.1%),24,(29.2%),13,0,7,18,(100.0%),12,(75.0%),16,(50.0%),18,3,0,0,0,59,20,101,12.9%,59.6%
第19節,ロアッソ熊本,ブラウブリッツ秋田,0,0,1,1,2019.8.4 19:00 Kick Off,晴,全面良芝,"3,914人",32℃,53.7%,56.8%,69.9%,64.3%,65.0%,59.6%,21.03,17.89,1.92,1.22,10.56,0.00,69.63,13.20,0.26,0.983,18,(0.0%),4,0,732,(85.8%),21,(19.0%),6,3,7,12,(100.0%),12,(58.3%),8,(75.0%),16,2,0,1,0,59,17,103,17.5%,61.3%
第20節,ロアッソ熊本,Ｙ．Ｓ．Ｃ．Ｃ．横浜,1,1,1,1,2019.8.10 19:00 Kick Off,晴,全面良芝,"4,347人",29.5℃,34.1%,53.3%,51.7%,55.8%,58.7%,51.0%,14.78,11.11,2.56,1.12,5.82,0.30,96.38,12.79,0.31,1.818,14,(7.1%),5,1,490,(82.0%),18,(27.8%),11,1,2,15,(66.7%),10,(60.0%),18,(66.7%),14,2,3,2,0,30,15,118,11.9%,50%
