Round,Hteam,Ateam,Hscore,Ascore,HorA,WorL,Date,Wether,Grass_condition,Spectators,temperature,TimeLine1,TimeLine2,TimeLine3,TimeLine4,TimeLine5,TimeLine6,Attack_CBP,Pass_CBP,Cross_CBP,Dribble_CBP,Shots_CBP,Score_CBP,Seizure,Diffence,Save_CBP,Expect_Goal,Shots,Shots_Success,On_Target,PK,Pass,Pass_Success,Cross,Cross_Success,D_FK,I_FK,CK,Throwing,Throwing_Success,Dribble,Dribble_Success,Tackle,Tackle_Success,Clear,Intercept,OffSide,Yellow,Red,Approach_30m,Approach_Penalty,Attack_Num,Chances,Control
第20節,ブラウブリッツ秋田,ＳＣ相模原,1,1,1,1,2021.6.26 15:00 Kick Off,晴,全面良芝,"1,768人",27.8℃,48.8%,45.0%,56.9%,48.6%,46.2%,47.8%,16.66,12.79,2.14,1.74,6.33,2.62,98.67,13.79,0.67,1.626,14,(7.1%),2,0,362,(66.3%),23,(17.4%),10,1,5,29,(62.1%),12,(75.0%),26,(61.5%),19,1,1,0,0,39,16,129,10.9%,49.3%
第21節,愛媛ＦＣ,ブラウブリッツ秋田,1,3,0,3,2021.7.4 19:00 Kick Off,晴,全面良芝,"1,289人",26.9℃,39.6%,40.4%,24.0%,43.7%,32.5%,35.0%,8.44,7.25,0.56,0.63,5.79,6.95,59.70,15.54,0.28,1.182,10,(30.0%),4,0,205,(51.2%),8,(12.5%),8,1,7,20,(60.0%),4,(75.0%),12,(58.3%),31,0,1,0,0,14,7,99,10.1%,34.8%
第22節,ブラウブリッツ秋田,ジェフユナイテッド千葉,1,1,1,1,2021.7.11 18:00 Kick Off,曇のち雨,全面良芝,"2,039人",25.4℃,48.3%,41.7%,33.3%,43.7%,47.2%,53.1%,4.15,2.95,0.49,0.71,1.39,2.62,105.22,18.23,0.45,0.292,3,(33.3%),1,0,217,(36.9%),12,(8.3%),9,4,2,22,(59.1%),7,(42.9%),19,(84.2%),36,0,0,1,0,13,3,122,2.5%,44.4%
第23節,レノファ山口ＦＣ,ブラウブリッツ秋田,1,0,0,0,2021.7.17 19:00 Kick Off,曇,全面良芝,"2,848人",25.2℃,28.2%,25.2%,35.2%,31.2%,57.5%,46.2%,8.29,6.58,1.17,0.54,4.04,0.00,92.25,12.56,0.67,0.495,6,(0.0%),1,0,282,(55.7%),17,(11.8%),6,1,5,20,(55.0%),9,(44.4%),24,(50.0%),18,5,6,2,0,28,6,111,5.4%,37.2%
第24節,ブラウブリッツ秋田,松本山雅ＦＣ,1,4,1,0,2021.8.9 18:30 Kick Off,晴のち雨,全面良芝,"3,703人",29.2℃,42.2%,36.9%,37.3%,55.4%,40.8%,59.6%,12.06,10.10,1.50,0.46,7.52,2.62,93.77,12.29,0.55,2.224,18,(5.6%),3,0,320,(56.9%),18,(16.7%),7,2,5,40,(62.5%),11,(27.3%),20,(65.0%),22,1,3,0,0,25,11,146,12.3%,45.5%
第25節,大宮アルディージャ,ブラウブリッツ秋田,1,1,0,1,2021.8.14 19:00 Kick Off,雨,全面良芝,"3,333人",20.7℃,47.5%,41.9%,37.8%,28.2%,42.9%,40.4%,10.34,7.96,2.04,0.34,6.14,2.62,93.19,16.23,0.22,1.714,17,(5.9%),4,0,331,(57.4%),16,(25.0%),5,0,8,27,(74.1%),8,(37.5%),24,(79.2%),23,2,2,0,0,35,6,133,12.8%,40.1%
第26節,ブラウブリッツ秋田,Ｖ・ファーレン長崎,1,1,1,1,2021.8.22 18:30 Kick Off,雨一時曇,全面良芝,"1,446人",25℃,32.4%,28.8%,42.2%,44.6%,45.5%,41.7%,8.06,6.57,0.50,0.99,3.49,5.10,75.38,15.08,0.25,0.84,9,(11.1%),3,0,255,(52.9%),15,(6.7%),5,0,6,20,(50.0%),13,(46.2%),13,(61.5%),34,2,2,2,0,24,10,109,8.3%,38.8%
第27節,ＦＣ琉球,ブラウブリッツ秋田,2,1,0,0,2021.8.28 18:30 Kick Off,晴,全面良芝,0人,29.5℃,33.3%,38.9%,22.1%,26.4%,36.0%,40.2%,5.99,4.23,1.12,0.65,7.27,2.62,65.43,18.32,0.33,0.425,8,(12.5%),3,0,214,(56.1%),9,(22.2%),4,0,3,17,(47.1%),7,(57.1%),14,(57.1%),42,2,0,2,0,20,5,94,8.5%,31.8%
第28節,ブラウブリッツ秋田,ザスパクサツ群馬,1,0,1,3,2021.9.4 18:00 Kick Off,曇,良芝,"1,389人",19.2℃,32.1%,31.4%,41.0%,44.4%,41.5%,36.8%,6.70,5.76,0.56,0.37,1.48,1.23,77.02,24.79,0.24,1.56,5,(20.0%),2,0,269,(48.0%),10,(10.0%),5,0,4,28,(60.7%),7,(28.6%),18,(55.6%),45,2,1,1,0,15,6,132,3.8%,37.7%
第29節,水戸ホーリーホック,ブラウブリッツ秋田,0,3,0,3,2021.9.11 18:00 Kick Off,曇,全面良芝,"1,833人",24.3℃,27.9%,27.3%,26.5%,29.2%,24.6%,27.7%,6.79,4.27,1.69,0.82,6.50,4.46,80.26,23.62,0.00,2.181,10,(30.0%),3,1,211,(54.0%),7,(42.9%),11,1,4,19,(47.4%),6,(50.0%),24,(50.0%),38,0,1,2,0,13,6,111,9.0%,27.4%
