Round,Hteam,Ateam,Hscore,Ascore,WorL,Preview,Review,H_comment,A_comment
明治安田生命Ｊ２リーグ　第1節,京都,新潟,0,0,1,"昨季の明治安田Ｊ２の年間成績は、京都が19位、新潟は16位。ともに大きく期待を裏切っただけに、新シーズンでまず求められるのは逆襲への歩みを示すこと。開幕戦で白星を手にしての好発進は、両チームが喉から手が出るほど欲しい結果だろう。

ホームの京都は、再建を託された中田 一三新監督が、ゲルト エンゲルスコーチら経験豊富なスタッフと密に連係をとり、ビルドアップ重視のチーム作りを行ってきた。キーマンとなるのはアンカーを任される庄司 悦大。今季から背番号10を背負う名パサーが、攻守の局面でどれだけ存在感を示せるか。それが、チームの出来を表す１つのバロメーターとなる。

また、新主将を務めることになった宮吉 拓実は、１トップでの先発起用が濃厚。西京極でのプレーは2015シーズン以来となるかつての“育成の星”が、主将としてどうチームを引っ張っていくのかにも注目しておきたい。

対する新潟は、昨年８月の監督就任後に５連勝を飾るなど、チームを立て直した片渕 浩一郎監督が今季もチームを率いる。昨季からの［４－４－２］をベースに全員がハードワークするサッカーを打ち出すが、さらにオプションとなる布陣など、相手の出方に合わせて戦い方を選択する柔軟性をチームに植えつけてきた。

また、新潟で注目しておきたいのは、総勢６名を擁するブラジル国籍選手たち。新潟担当の情報では、日本での実績を持つレオナルド、パウロンら以外も、チームの和を重んじる選手たちばかりで、シーズン序盤から戦力として計算が立ちそう。今季のＪ２は、Ｊリーグ提携国を除く４人の外国籍選手が同時起用できるだけに、指揮官が選択する外国籍選手の組み合わせが勝敗を大きく左右するゲームも出てきそうだ。

［ 文：川瀬 太補 ］","春の到来を感じさせる穏やかな天候に恵まれた京都市西京極総合運動公園陸上競技場兼球技場での開幕戦。序盤はアウェイの新潟がペースを握り、試合を進める。

２トップのレオナルド、田中 達也がバイタルスペースでボールを受けながら京都陣内へ押し込んでいく。７分にセカンドボールを拾った展開からレオナルドが決定的なシュートを放つも、ゴール左へと外れる。

33分には敵陣でのボール奪取から新潟がカウンター。リズムよくパスをつないで最後は高木 善朗が右足で狙うが、京都GK清水 圭介の好守に阻まれゴールとはならない。

一方、31分に庄司 悦大のミドルシュートで新潟ゴールを脅かした京都は、その後、重廣 卓也、仙頭 啓矢らがうまく新潟DFのギャップを見つけてボールを受け攻撃の流れを作っていくが、中野 克哉、重廣のシュートはネットを揺らすには至らず。０－０で試合を折り返す。

後半も最初に決定機を作ったのは新潟。55分、右からのクロスをレオナルドがダイレクトボレーで狙ったが、ここも京都GK清水がビッグセーブで防ぐ。

スコアが動かず時計が進む中、両チームは切り札となるカードを切って打開策を探る。新潟は59分に渡邉 新太、71分に矢野 貴章と、FW二枚を投入。74分には戸嶋 祥郎のクロスを矢野が頭で合わせたが、クロスバーに嫌われゴールならず。

京都は72分に石櫃 洋祐を、87分には田中 マルクス闘莉王とレナン モッタの２人を同時投入。89分には石櫃のクロスを闘莉王が豪快なヘディングで叩きつけるも、GKの正面をつき、こちらもゴールを割れない。

最後まで両チームが１点を狙う姿勢を示したものの、試合はスコアレスのままタイムアップ。京都と新潟の今季初戦は、互いに勝点１を分け合う結果となった。

［ 文：川瀬 太補 ］","[ 中田 一三監督 ]
気持ちとしては、負けなくて良かったというところと、勝ち切りたかった、勝てるチャンスもあったなという部分と……。試合の流れも、硬い、ミスの多い、自分たちのミスからピンチを招くような流れから、少しずつ自分たちが目指すサッカーが出せてきたという流れだったんじゃないかなと。最後の残り５分ほどは、点を取りにいきたいというところで、少し選手たちが混乱したところがあった。それは反省点ではあります。

－－先発メンバーを選ぶうえで重要視したことは？
まずはコンディションですね。90分間、しっかり戦える、動ける。また、われわれが目指しているサッカーに対して効果的なプレーをしてくれる選手、という点です。

－－重視してきたビルドアップのところでミスが多かったが、どう改善していく？
まず一度、ビデオをしっかり観ないと。また、選手たちの感触も少し確認したい。ミスが起こっている原因がポジショニングなのか、パススピードなのか。選択肢を周りがしっかり作ること、ボールを持った人がもらう前にどういうポジションどりをして、どんな条件を自分にもたらすことができているのか、というところはもっともっとやらないといけないところ。","[ 片渕 浩一郎監督 ]
サポーターの皆さんに勝点３をプレゼントできなかったことに、すごく申し訳ない思いです。チャンスは作ることができましたが、それをゴールという形に結びつけられなかったこと。やはりこれはトレーニングしていくしかないと選手に話しました。90分の中で押し込まれる時間帯、ピンチの時間帯がありますけど、そこをわれわれは冷静に受け止めて、90分戦うことができたと思います。

ただ、私の采配でもう１つ交代枠が残った状態で終わってしまった。そこをどう使えたかは自分の中でまだ力不足を感じています。

選手は新潟らしいゲームをしてくれたと思っています。次の千葉戦に向けて、また良いトレーニングをして、勝点を取りにいきたいと思っています。

－－キャンプ中に加入内定した新井 直人選手が初先発。彼のパフォーマンスは。
多分、皆さんが思っているものと同じだと思います。驚きだと思います。

われわれは彼にそれだけの能力があるから先発で使っています。なんら違和感なく90分冷静に戦ってくれると思っています。高さがある選手に対してもしっかり体を寄せてくれましたし、大武 峻とうまくラインコントロールもしてくれました。それだけではなく、彼の良いところはゲームの状況が悪いときに素晴らしいフィードができる。そのフィード１本でリズムを変えてくれたと思います。彼のクリエイティブなディフェンス能力は高く評価します。われわれの力になってくれることは間違いありません。"
明治安田生命Ｊ２リーグ　第2節,千葉,新潟,1,4,3,"昨季、Ｊ２降格後最低の14位に沈み、捲土重来を期す千葉がホーム開幕戦で新潟を迎え撃つ。昨季の対戦成績は２－１のスコアでの１勝１敗とがっぷり四つ。開幕戦は両者ともにスコアレスドローに終わっており、今季初ゴール、そして今季初勝利を懸けた一戦となる。

千葉にとって、敵地に乗り込んだ開幕戦は満足できる内容ではなかった。前半途中に矢田 旭、茶島 雄介の中盤２枚が負傷交代を余儀なくされるアクシデントに見舞われた影響もあり、特に攻撃でリズムを作れなかった。それはシュート３本という寂しい数字を見ても明らかだろう。千葉は今季の第一テーマに“守備力の向上”を掲げ、状況によってプレスのタイミングを使い分けようとしているが、愛媛戦では全体の意思統一が図れず、特に後半は防戦一方となってしまった。

ただ、昨季はアウェイで開幕５連敗と敵地での戦いを苦手としていただけに、粘って勝点を拾った点については、「あのような試合で勝点を取れたのは成長しているし、ゼロで抑えたことは評価できる」（為田 大貴）。だからこそ、その勝点１を意味のあるものにするためにも、新潟戦の重みは増す。昨季の新潟戦で１ゴール１アシストと結果を残した為田は「３連勝、４連勝という流れを作るための火種となる１勝を目指す」と鼻息は荒い。

対する新潟は、敵地での開幕戦で京都と対戦。無得点に終わったものの、新戦力のFWレオナルドが高いポテンシャルの一端を見せるなど、内容は悪くなかった。豪雪地域のため、開幕から２試合続けてのアウェイゲームとなる中、今季初白星を手にし、柏を迎える次節のホーム開幕戦に向けてはずみをつけたいところだ。

［ 文：大林 洋平 ］","昨季、Ｊ２降格後最低の14位に沈み、捲土重来を期す千葉がホーム開幕戦で新潟を迎え撃つ。昨季の対戦成績は２－１のスコアでの１勝１敗とがっぷり四つ。開幕戦は両者ともにスコアレスドローに終わっており、今季初ゴール、そして今季初勝利を懸けた一戦となる。

千葉にとって、敵地に乗り込んだ開幕戦は満足できる内容ではなかった。前半途中に矢田 旭、茶島 雄介の中盤２枚が負傷交代を余儀なくされるアクシデントに見舞われた影響もあり、特に攻撃でリズムを作れなかった。それはシュート３本という寂しい数字を見ても明らかだろう。千葉は今季の第一テーマに“守備力の向上”を掲げ、状況によってプレスのタイミングを使い分けようとしているが、愛媛戦では全体の意思統一が図れず、特に後半は防戦一方となってしまった。

ただ、昨季はアウェイで開幕５連敗と敵地での戦いを苦手としていただけに、粘って勝点を拾った点については、「あのような試合で勝点を取れたのは成長しているし、ゼロで抑えたことは評価できる」（為田 大貴）。だからこそ、その勝点１を意味のあるものにするためにも、新潟戦の重みは増す。昨季の新潟戦で１ゴール１アシストと結果を残した為田は「３連勝、４連勝という流れを作るための火種となる１勝を目指す」と鼻息は荒い。

対する新潟は、敵地での開幕戦で京都と対戦。無得点に終わったものの、新戦力のFWレオナルドが高いポテンシャルの一端を見せるなど、内容は悪くなかった。豪雪地域のため、開幕から２試合続けてのアウェイゲームとなる中、今季初白星を手にし、柏を迎える次節のホーム開幕戦に向けてはずみをつけたいところだ。

［ 文：大林 洋平 ］","[ フアン エスナイデル監督 ]
こういう試合は満足できない。それは私のことについてだ。選手選択もそうだが、敗因は私にある。もちろん状況を打開しようと思ったが、うまくいかなかった。相手の決定率が高かったこともあるし、相手の１点目も素晴らしいゴールだった。それ以前に私たちが良くなかった。相手が良かったので「おめでとう」と言いたいが、私たちはもっと良いプレーをしなければならない。今日は思い出したくない１日になったが、私の采配に私自身が納得していないからだ。

－－［４－３－３］に変更した理由を。
いつも使っている２つのシステムのうちの１つ。タカ（船山 貴之）、アラン（ピニェイロ）、クレーベにできるだけ中でプレーしてもらいたい意図があった。中盤は３人で支配したかったが、うまくいかなかった。アランは左ではなく、真ん中のほうがもしかしたら生きるかもしれない。真ん中にしたときに点も決まったので、少しは良くなった。そこから追いつくのは難しい状況だった。そのシステムを選んだのは攻撃しにいきたかったから。

－－なぜ千葉が良くなかったのか。
私のせいだ。システムの選択、選手の選択で、私は間違えた。選手がシステムを決めるという意味で間違えた。攻撃的になるように、攻撃の選手を増やしたが、そうなるとは限らない。中盤で負けてしまったところがある。","[ 片渕 浩一郎監督 ]
多くのサポーターに勝点３を届けることができてうれしい。激しいゲームになるとは思っていた。セカンドボールの奪い合いやプレスの掛け合いに、選手は臆せず戦ってくれたことが勝点３につながった。スタートで出た選手はチームのために走ってくれた。途中から入った選手は苦しい状況から好転させる働きをしてくれた。バックアップの選手もベンチで素晴らしいサポートをしてくれた。チーム一体となって戦えたことが、勝点３につながった。このパワーをもって来週のホーム開幕に向けて良い準備をし、勝点３を取りにいきたい。

－－３人目の交代が勝負どころとなった。柳 育崇を投入した意図を。
３枚目のカードに関しては、千葉の３枚目のカードに対応しようと思った。工藤（浩平）選手がトップ下に入ってきて、捕まえる選手が必要だった。高さのある２トップに対し、高さを当てなければならなかった。（高木）善朗が前半からかなりスプリントをしてくれて、疲弊したところもあった。（加藤）大はまだまだ走力があったので、状況として左サイドハーフを任せても問題ないと配置転換した。結果的に勝ちにつながったので「良い交代」と言われるが、同点に追いつかれたり、逆転されてしまっていた可能性もあり、紙一重のところ。今日は出てくれた選手が良いパフォーマンスを発揮してくれた。"
明治安田生命Ｊ２リーグ　第3節,新潟,柏,0,1,0,"明治安田Ｊ２第３節で、新潟はデンカビッグスワンスタジアムに柏を迎え撃つ。新潟にとってはホーム開幕戦となる。

柏は開幕からリーグ戦２連勝中。６日に行われたＪリーグYBCルヴァンカップでも勝利しており、公式戦３連勝中と強さを見せつけている。

Ｊ２第１節・山口戦は先制されるも、クリスティアーノの２得点で逆転勝利。第２節・町田戦は前半、相手にペースを握られながらも後半の選手交代で流れをつかみ、ロングカウンターで決勝点を奪った。またリーグ戦から先発10人を入れ替えて臨んだルヴァンカップのFC東京戦ではオルンガの２得点で逆転勝利を収めた。

試合ごとに異なる布陣で臨んでいる知将・ネルシーニョ監督の采配も冴え渡っている。今季初の３連戦で、どんな手を見せるかは見どころの１つだ。

ホームの新潟はここまでリーグ戦１勝１分。Ｊ２最強クラスのチームを本拠地で倒せば、グンと勢いに乗るチャンスでもある。

第１節・京都戦は得点ならずも、片渕 浩一郎監督の下で築いてきた穴を作らない守備で０－０の完封。続く第２節・千葉戦では、田中 達也の先制弾を皮切りに、高木 善朗、矢野 貴章、そして大卒ルーキーの新井 直人がゴールを奪い、４－１で快勝した。

「良い試合ができたのでホームでも続けたい」と言うのはＪリーグ通算400試合出場に王手をかける矢野。昨季のホーム開幕戦（Ｊ２第２節・松本戦）でも得点を決めた矢野は、２年連続でホーム開幕戦ゴールを狙う。

ここ９シーズン、ホーム開幕戦では勝利がない新潟。最後に勝った2009年のホーム開幕戦（Ｊ１第２節・鹿島戦）でも矢野は先制弾を挙げている。「それ以来、勝っていないのはまずいですね」（矢野）。節目の試合でプロキャリアを始めたチームを相手に、自らの得点で10年ぶりにホーム開幕戦でサポーターを歓喜に導けるか。

また、開幕戦から先発を勝ち取った大卒新人・新井もホームデビューが濃厚。攻守に落ち着いたプレーに注目だ。

［ 文：野本 桂子 ］","明治安田Ｊ２第３節で、新潟はホームのデンカビッグスワンスタジアムに柏を迎えた。新潟にとっては、これが今季のホーム開幕戦。20,486人のサポーターが詰めかけた中で行われた一戦は、１－０でアウェイの柏が勝利した。

前半は一進一退の攻防が続く。３分、高木 善朗のスルーパスに抜け出したレオナルドがゴールに迫るが、相手DFに囲まれると、フリーのカウエにパス。しかしカウエのシュートは、ゴールライン上で大谷 秀和がクリアする。

７分には柏が決定機。クロスを頭で叩きつけたオルンガのシュートは、こちらも新潟の守護神、大谷 幸輝が押さえた。

前半アディショナルタイムには、大卒ルーキー新井 直人がヘディングで抑えた枠内シュートを放つが、これは柏の中村 航輔がはじき出し、０－０で前半を終える。

後半立ち上がりの49分にも、新潟にビッグチャンス。渡邊 泰基のロングスローを大武 峻が頭で落とし、フリーの戸嶋 祥郎がミドルシュートを放つが、これは惜しくも枠外へ飛ぶ。

すると先制点を決めたのは、柏のオルンガ。73分、前半から右サイドで攻撃の起点になっていた小池 龍太が相手との１対１をかわし、「相手の思っていないタイミングで入れたらサプライズが起きるかもしれない」と、中央へ低いクロスを流し込む。渡邊 泰基がクリアし切れずにファーサイドへ流れたボールを、左足で流し込んだ。６日に行われたＪリーグYBCルヴァンカップＢグループ第１節・FC東京戦で２点を決めたストライカーが、今節も仕事をやってのけた。

新潟は終盤、パワープレーに出るが、追いつくことはできずに今季初黒星。柏はこれでリーグ戦３連勝を飾った。

［ 文：野本 桂子 ］","[ 片渕 浩一郎監督 ]
素晴らしい雰囲気を作っていただいたサポーターの皆さんにホームで勝点３を届けることができずに本当に申し訳なく思います。柏からもたくさんのサポーターの方に来ていただき感謝いたします。

（ホーム）開幕戦ということはありますが、われわれとしては力み過ぎず、まずこの１試合、45分を丁寧に戦おうということで臨みました。前半、お互いにチャンスを作りながら、きっ抗したゲーム、球際の激しいゲームでした。その中で、もちろんボールを持たれる時間はありましたが、われわれも慌てることなく対応できたと思います。失点のところは、こういうことも踏まえてサッカーだなということになると思います。特に崩されたわけではないですが、一瞬のスキ、１つのミスが勝敗に関わることを、選手を含め、私も痛感したゲームでした。

最後まで選手はあきらめずに、勝点３または勝点１を取るために戦ってくれましたが、力足らず敗戦したことは、監督として責任を感じています。

－－シルビーニョ選手投入の意図と評価を。
前線でボールが収まる時間がなかったので、個人でキープできて、スペースへ飛び出すスピードもある彼に、（矢野）貴章と２人で、前線で起点になってほしいという狙いを持って投入しました。０－０で投入し、ゲームを決めに行くというイメージでいましたが、０－１になった時点での投入になり、後手になってしまった。プレーはもっとボールを触る機会があれば彼の良さが出たと思いますが、０－１の状況で、シンプルにボールを放り込むことを優先してしまったので、なかなか彼の良いところが発揮できなかったところはあります。ただ、積極的にプレーしてくれましたし、テクニックには少なからず可能性を見いだすことはできたと思います。","[ ネルシーニョ監督 ]
非常に難しい試合になると思っていた。新潟さんも開幕からアウェイ２試合で４ポイントを積み上げている中で非常に難しい試合になるだろうなと予想していましたけど、こういう形で結果を収めることができてまずは良かったと思っています。

非常に質の高いカウンターとスピードに特徴のあるチームだったので、われわれもカウンターの対応には重点を置いて対策をしてきました。ただ、そういうチームに対して出るときは出て、引くときは引くとメリハリのある戦い方ができたと思っています。

－－終盤に新潟はパワープレーを仕掛けて得点を奪いにきたが交代枠を２つ残して試合を終わらせた理由は？
残り２枚を使わなかった理由はチームが最後までほぼパーフェクトに近い形で試合を優位に進めていたから。ヒシャルジソンを交代した理由は２枚のイエローカードをもらい退場になってしまうと一気にゲームの流れが変わってしまうという懸念があったので代えた。他の選手は目立って疲労している選手もいなかった。チームがわれわれの立てたゲームプランどおりにうまく進めたので最後まであの形で戦いました。

－－２試合連続完封の評価は？
試合を重ねていくごとにチームは進化する。開幕戦と比べても今日の試合は非常に良いテンポでゲームを進められたと思う。それに伴って結果もついてきている。選手も自信を持ってやれていると思う。それは守備だけでなくチーム全体として良い成長過程にあると思っています。"
明治安田生命Ｊ２リーグ　第4節,横浜FC,新潟,1,2,3,"開幕３試合を終えて１勝２敗の横浜FCが、ニッパツ三ツ沢球技場に１勝１分１敗の新潟を迎える。

開幕２連敗と苦しい船出となった横浜FCは前節、アウェイで栃木と対戦した。システムをこれまでの［３－５－１－１］から［３－４－２－１］に変更して挑むと、イバ、レアンドロ ドミンゲス、松浦 拓弥の１トップ２シャドーを中心にチャンスを量産。スコアこそ１－０で決定力不足という課題は残ったが、それまでの２試合と比べても明らかに攻撃の形は作れていた。「いつもの（前線が）２枚だと、レアンドロとの距離が遠くなってしまい、自分が受けたときにワンタッチで落とすという選択肢がなかなかなかったけど、マツ（松浦）が自分の近くでプレーしてくれることによって良いつながりができた。これを続けられればいいと思う」とイバも手ごたえを口にする。

今季は流れからの失点はなく、守備は安定しているだけに、得点を奪えるかで今後の成績は変わってくるだろう。今節も攻撃陣の出来が勝敗の行方を左右する。ホーム初勝利を飾り、成績を五分に戻したい。

対する新潟はホーム開幕戦となった前節、柏に０－１で敗戦。それでも、互角以上の試合を演じ、カウンターからチャンスを何度か作るなどポジティブな面も多く見られた。仕切り直しとなる今節はアウェイでの戦いとなるが、連敗だけは避けたいところ。昨季も同じく明治安田Ｊ２第４節で横浜FCと対戦し、３－０で勝っているだけに再現を果たしたい。新加入の快足FWレオナルドの加入後初ゴールにも期待したい。

［ 文：須賀 大輔 ］","前節に今季初勝利を挙げた横浜FCと今季初黒星を喫した新潟がニッパツ三ツ沢球技場で対戦した。

立ち上がりからペースを握ったのはアウェイチーム。レオナルドと練習の姿勢を評価され先発に抜擢されたシルビーニョのブラジル国籍２トップのスピードを生かし、攻撃を仕掛けていった。すると９分、レオナルドが自陣からのロングボールに反応し右サイド深くでボールを持つと、飛びだしてきたGK南 雄太をかわしペナルティーエリアに突入。後ろから追いかけてきた南に倒されPKを奪った。そしてこれを自ら左スミに沈め先制に成功した。

しかし、横浜FCもすぐに反撃。34分に、この試合が加入後初先発となった伊野波 雅彦のロングフィードをイバがDFをブロックしながら収め、ゴール前に折り返す。これを走り込んできた松浦 拓弥が左足で押し込み、前半を折り返した。

同点で迎えた後半は、横浜FCが積極的な姿勢を見せる。しかし、流れが良かった時間帯に攻め切れずにいると、「攻撃が停滞していたと思うので、自分が出て活性化したいと思っていた」と振り返るベテランFW矢野 貴章を投入した新潟がペースを引き戻す。相手のディフェンスラインの裏を何度も取り、ゴールに迫った。

そして迎えた89分にゲームを決めるゴールが生まれる。新潟が右サイドでFKを得るとキッカーを務めたのは何度も際どいボールを供給していた加藤 大。背番号10の正確なボールが相手のクリアミスを誘うと、最後はカウエが左足で豪快にネットを揺らした。

この結果、連敗を回避した新潟の加藤は「連敗しないこともそうだけど、強いチームはどれだけ連勝していけるかがカギなので、本当に次のホームこそサポーターと一緒に万歳したい」と今季初の連勝に意欲を燃やした。

［ 文：須賀 大輔 ］","[ タヴァレス監督 ]
全体的には悪くなかったと思います。横浜FCにしても新潟にしてもいい試合をしていたと思います。前半はきっ抗した試合で、逆に後半はウチのほうがポゼッション率は高かったと思っています。それでチャンスを多く作り出しましたが、そのチャンスをモノにすることはできませんでした。でも、本当に悪い試合ではなかったので、悪い試合をして負けたことと良い試合をして負けたのではちょっと意味が変わってくるので、何が原因で失点をして負けたかを分析する必要があると思います。","[ 片渕 浩一郎監督 ]
この横浜にオレンジの雰囲気を作って頂いたサポーターの皆さんに心から感謝します。素晴らしい環境と雰囲気を作って頂いた横浜FCの皆さんにも心から感謝いたします。

今年、チームとして１つテーマに掲げていた連敗をしない、目標を達成するために連敗はしないということを彼らと共有している中で、今日のゲームは非常に難しいゲームとなりました。90分終わってみて勝点３を取ったのはわれわれですが、どちらに勝点３が転がってもおかしくないゲームでした。先制したのにもかかわらずちょっとバタついてしまったところはまだまだ反省をしないといけないところだと思います。

ただ、ハーフタイムで彼らがやらなければならないことを明確にしてくれたことでリズムを少し取り戻せたのかなと感じています。それを前半の途中でも改善できればなおよいパフォーマンスが発揮できると思います。もちろん、90分を通して苦しい時間はありました。そこをチームとして耐えることができたことは、このあとの38試合も変わらずに続けていきたいと思っています。

彼らに要求しました。結果にこだわってやろうと。カッコ悪くても良い、カッコ悪いプレーでも良い。結果にこだわってやろうというところを体現してくれたゲームだったと思います。

ただ、次に向けてスタートを切っていかないといけない。ホームで勝たなければならない。そういう思いをしっかり彼らと共有してトレーニングしていきたいと思います。"
明治安田生命Ｊ２リーグ　第5節,新潟,福岡,0,1,0,"明治安田Ｊ２第５節で、６位の新潟はホームのデンカビッグスワンスタジアムに、最下位の福岡を迎え撃つ。

昨季の対戦成績は１勝１敗で、それぞれアウェイで勝利している。

ホームの新潟は、ここまで２勝１分１敗。前節はアウェイで横浜FCと対戦し、レオナルドとカウエのゴールで勝利した。

また、今季８年ぶりに新潟に復帰したチョ ヨンチョルが、前節で途中出場を果たした。翌17日に行われた新潟経営大との練習試合にも70分間出場し、１得点を挙げたほか、持ち味の突破でPKを獲得。高知キャンプ中のケガから復帰し、コンディションも上がっている。今節、出場することになれば、新潟の選手としては2011年のＪ１最終節以来、2,667日ぶりにデンカビッグスワンスタジアムに立つことになる。チョ ヨンチョル本人も「前節で勝って、良い雰囲気で試合を迎えられるのは楽しみ。早くビッグスワンでやりたい」と心待ちにしている。

対する福岡は、ここまで１分３敗と未勝利。現在最下位と苦戦中だが、タレントは豊富だ。中でもＣ大阪から３月11日に完全移籍加入した新戦力・ヤン ドンヒョンは、前節・岡山戦で加入後初出場すると初得点を挙げ、いきなり結果を出している。

２列目の選手が相手の背後を取って折り返したボールからの得点は、昨季のホーム戦で新潟が２失点した形でもある。新潟の右SB川口 尚紀は「去年の福岡戦でシャドーにいた選手（石津 大介）に走られて背後を使われたので、ケアしないと。ただ、去年よりも守備は自信を持ってやれている」と自信は十分だ。

今季初連勝でさらに勢いを加速させたい新潟と、今季初勝利で最下位脱出を図る福岡。それぞれの外国籍選手の躍動にも注目だ。

［ 文：野本 桂子 ］","明治安田Ｊ２第５節で、６位の新潟は、ホームのデンカビッグスワンスタジアムに最下位の福岡を迎えた。

新潟は今季のホーム初勝利をかけて、福岡は今季の初勝利をかけて臨んだ一戦は、セットプレーのチャンスを仕留めたアウェイチームが１－０で待望の初白星を獲得した。

新潟は田中 達也とレオナルドを２トップに置いた［４－４－２］、福岡は前節、加入後初得点を挙げたヤン ドンヒョンを１トップ、アンカーに鈴木 惇を置いた［４－１－４－１］でこの試合に臨んだ。

新潟はコンパクトな守備陣形で福岡のビルドアップを寸断し、中盤でボールを奪って攻撃に転じる形で主導権を握るが、決定機を決め切れない。

福岡もセットプレーから決定機を迎えるが、精度を欠く。パスをつないでゴールに迫っても、新潟の堅い守備を破ってペナルティーエリア内へ進入することができず、きっ抗した展開が続く。

０－０で迎えた後半も、新潟は立て続けにシュートチャンスを迎えるが、すべて枠を捉えられない。60分に戸嶋 祥郎のクロスから田中 達也がボレーシュートを放つが、これは惜しくも枠外。63分にネットを揺らした田中のシュートはオフサイド判定となった。

するとスコアが動いたのは84分。新潟のパスミスを奪った城後 寿が、すかさず石津 大介へパス。ドリブル突破から左CKを獲得した石津は「速くて、ストーンを越えるようなボールを蹴ろう」と自ら蹴ると、これをヤン ドンヒョンがヘディングで決め、２試合連続ゴールをマーク。これが決勝弾となった。

追いつきたい新潟は、86分にレオナルドがシュートを放つもセランテスに止められると、その後は福岡にうまく時間を使われて試合終了。ホーム初勝利は、またもお預けとなった。

［ 文：野本 桂子 ］","[ 片渕 浩一郎監督 ]
寒い中、今日も１万人を超すサポーターの皆さんにお越しいただき、心から感謝いたします。ホームにもかかわらず、今日も勝点３を届けられず本当に申し訳なく思います。福岡からもたくさんの方に来ていただき感謝します。

ゲームはある程度、狙いどおり。われわれもしっかりとオーガナイズした中でチャンスも作りました。ただ、そこを決め切れなかったというところ、最後のクオリティーは課題だと思います。

あとはきっ抗した状態で時間が経過していく中で、やはり自分たちのスキが今日のゲームを左右したと思います。日頃から、自分たちでスキを作らないようにしようとアプローチしていましたが、まだまだ甘さがあると感じます。

結果は得られませんでしたが、次のゲームはまた来ます。クオリティーのところは１週間のトレーニングでは変わらないかもしれませんが、継続してやり続けることが大事だと思います。次節から３連戦になるので、また良い準備をして臨みたいと思います。

－－奪ってからのカウンター攻撃という部分の現状の評価は。
イメージとしては、福岡さんがわれわれのカウンターをかなり警戒して深く早く下がって守備をしたので、なかなかゴールに向かうプレーができなかったのかなというイメージではいます。ただ、じゃあゼロだったかというとそうではなく、１試合の中で数回は怖さを出せたと思う。そこを決められるか、結論を出せるかというところにこだわっていく必要があると思います。","[ ファビオ ペッキア監督 ]
アビスパ福岡は勢いを持って試合に挑んだ。それをとてもうれしく思う。新潟はすごく経験があるチームでいろんな場面で困らせられましたが、強く精神を持って戦えたことが勝利につながったと思います。

－－４戦勝ちなしで難しい状況。この１週間、選手たちには何を強調したか。
チームは今まで負けてもずっと良い雰囲気だった。特に最初の２試合は、いろんな場面で運が良くなかったが、今日は良い結果が出せて良かった。だけどチームの雰囲気は今までずっと良かったし、特に何かしたということはない。

－－２試合連続ゴールのヤン ドンヒョン選手の評価を。
とても強いセンターFWで、ヘディングも足下のプレーも強い。ずっと欲しかった選手。遅れて合流したんですけど、これに関しては、クラブにありがとうとしか言えない。感謝しています。"
