Round,Hteam,Ateam,Hscore,Ascore,WorL,Preview,Review,H_comment,A_comment
明治安田生命Ｊ３リーグ　第34節,岩手,讃岐,1,1,1,"岩手は明治安田Ｊ３第18節以降、１勝２分14敗と記録的な大不振に陥っている。内容的には互角に近い戦いを演じることもあるが、ゴールを決め切れない、守り切れないという勝敗を分ける最も大事な部分でことごとく相手に上を行かれ、前節の群馬戦でも86分に失点するなど、３試合連続で終了間際にゴールを献上。ゲームマネジメントの未熟さも浮き彫りとなった。ビルドアップとプレスの連動性は、チームとしての意識の共有が深まり、徐々に形になってきた。これを結果につなげるためにも、ゴール前での精度、強度にこだわりたい。

一方、讃岐は前節、八戸を退けてホーム最終戦を勝利で飾った。自軍の倍以上となる17本のシュートを打たれ、決定機を多く作られながらもクリーンシートを達成。前半にPKを外してイヤなムードだったが、終盤に主将の竹内 彬がCKからヘディングシュートで決勝点を挙げた。

両チームの対戦は開幕戦以来。前回対戦で敗れている岩手だが、最終節で勝利を手にし、勝利後に行われる『鶴の恩返しタイム』をサポーターに届けたいところだ。

［ 文：髙橋 拓磨 ］","両チームにチャンスがある中で、先制したのはホームの岩手だった。12分、クロスのこぼれ球をファーサイドの廣田 隆治が押し込み、幸先よく先制した。20分過ぎからは讃岐がサイドに起点を作りながらゴールに迫り、鋭いクロスから決定機をつかんだものの、岩手の守備陣が最後のところで体を張り、ゴールを割らせない。

後半も岩手の２シャドー、讃岐の２インサイドハーフが起点となりながらチャンスをうかがう展開。特に岩手の嫁阪 翔太、大垣 勇樹は互いの良さを引き出し合い、試合を通じて相手の脅威となり続けた。しかし、次にスコアを動かしたのは讃岐。84分、ショートコーナーから中村 亮が自ら切り込んで同点ゴールを挙げる。その後も讃岐はトップにポジションを上げた我那覇 和樹が終盤にチャンスをつかんだもののゴールならず。岩手は今節も終盤の失点に泣き、ドローでシーズンを終えた。

［ 文：髙橋 拓磨 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第1節,岩手,秋田,0,4,0,"岩手はＪ３参入後、初めて開幕戦をホームで迎える。過去、開幕戦では勝利がないだけに、今季こそイヤなジンクスを断ち切りたい。

昨秋からチーム運営を担うNOVAホールディングスの下、オフに大幅な選手の入れ替えを行った岩手。磐田から加入した森下 俊をはじめ、経験と実績ではリーグトップクラスと言える陣容をそろえた。今季からチームを率いるのは秋田 豊監督。「勝利から逆算したプレー」を強調する新監督の下、さまざまな面で生まれ変わった岩手がどのようなサッカーを見せるのか、注目が集まる。

秋田は吉田 謙監督が新指揮官に就任。昨季まで指揮を執っていた沼津ではソリッドな守備を構築しながら機を見て仕掛ける縦に速いサッカーが印象的だった。新戦力も適材適所に獲得。特に地元出身でＪ１、Ｊ２で活躍したベテランDF加賀 健一の加入はピッチ内外で大きな影響をもたらすだろう。

毎年両チームのサポーターでスタンドが埋め尽くされる“東北ダービー”だが、今節はリモートマッチとなり観客は入れない。選手には画面越しに応援しているサポーターに初勝利を届ける熱いプレーを期待したい。

［ 文：髙橋 拓磨 ］","立ち上がりから秋田の気迫、強さが前面に出た試合。セットプレーを中心にチャンスを作った秋田は27分、クロスに齋藤 恵太が頭で合わせて待望の先制点を挙げると、続く34分にも齋藤がカウンターで仕留めリードを２点に広げる。岩手はブレンネルをピッチに送り形を作るようになるが、なかなかシュートに持ち込めず。前半を２点ビハインドで折り返した。

後半に入ってもリズムは秋田が握る展開。攻守の切り替えと球際で圧倒し、相手にチャンスを作らせない。59分には相手のミスを突き、中村 亮太が３点目。68分にも途中出場でＪリーグデビューとなった井上 直輝がプロ初ゴールとなるダメ押しゴールを決めて大量４得点。齋藤が２ゴール、中村 亮太が１ゴール３アシストと、攻撃陣が結果を出した秋田が開幕戦を完勝で飾った。

［ 文：髙橋 拓磨 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第2節,八戸,岩手,2,0,0,"開幕戦を勝利で飾ることができなかった八戸は、プライフーズスタジアムに岩手を迎えての“南部ダービー”に臨む。

八戸は中口 雅史新監督の下、“全員攻撃・全員守備”をコンセプトに掲げ、攻守におけるハードワークをベースに新たなスタイルを構築中。前節の福島戦では連動したプレスでボールを奪うもののシュートまで持ち込むことができず、ミスからボールを奪い返されピンチを招くシーンが目立った。中口監督が「警戒していた」という空中戦から２点を先行されたあとは、交代枠５人を使い切り反撃を試みるが、ゴールを奪えず完封負け。「攻守両面で連係ミスが目立った」（中口監督）という反省から、岩手戦ではミスを少なくし、シュートまでの形をどれだけ作れるかがカギを握りそうだ。

今季、新体制で迎えた岩手も開幕戦で秋田に０－４の完敗。攻守両面で課題が見えた試合となったが、経験と実績を備える選手が多いだけに、修正を施し、切り替えて今節に臨むことだろう。

画面越しに応援するサポーターに初勝利を届けるのはどちらか。リモートマッチの中でも熱いダービーに期待したい。

［ 文：芳賀 広太郎 ］","リモートマッチとなった“南部ダービー”は、開始早々の４分に試合が動く。八戸が高見 啓太のクロスに新井山 祥智が頭で合わせネットを揺らした。バンディエラの記念すべきＪ初ゴールで先制に成功する。

18分には右サイドから中村 太一、國領 一平、高見とつなぎ、最後は背後に抜け出した安藤 翼がGKとの１対１を制し追加点。

後半は、八戸が退場者を出し、数的有利となった岩手が八戸を押し込む展開となるが、何度か迎えた決定機をゴールに結びつけることができずタイムアップ。八戸が２点のリードを守り切り今季初勝利を挙げた。

［ 文：芳賀 広太郎 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第3節,福島,岩手,1,1,1,"開幕から１勝１敗の福島はホームのとうほう・みんなのスタジアムで、２戦２敗の岩手と対戦する。

福島は前節・秋田戦も細かいパスワークから多くの決定機を作っていたが、ゴールを奪えず、後半にロングスローとFKから失点を喫して０－２で敗れた。イスマイラや吉永 大志、田村 亮介、池田 昌生ら攻撃陣が流動的に動き、ボランチやSBの選手も積極的にゴール前へ顔を出す攻撃は魅力的だが、前節は無得点。より一層のクオリティー向上が求められている。

一方の岩手は開幕戦で大敗を喫したこともあり、前節・八戸戦は選手を入れ替えて試合に臨んだが、前半に２失点を喫し、後半は相手が退場者を出して守備を固められ、０－２と敗れた。２試合で無得点６失点と、攻守ともに改善が必要な状況で、秋田 豊監督がどう立て直しを図るかが注目される。

今季初の有観客試合ということもあり、サポーターの前で勝利を見せたい福島と、絶対に今季初勝利を挙げたい岩手。互いの勝利への執念が燃え上がる好ゲームを期待したい。

［ 文：小林 健志 ］","立ち上がり福島はショートパスを細かくつないでゴールに迫ったが、選手同士のサポートの動きに遅さが目立ち、あと一歩のところでゴールを奪うことができない。

そして、先制したのはカウンター攻撃を狙っていた岩手。41分、小谷 光毅のシュートのこぼれ球を拾った岸田 和人のシュートがゴール右スミに突き刺さる。岩手は３試合目にして今季初得点で前半１－０とリードを奪う。

後半に入り福島は77分、田村 亮介のパスをペナルティーエリア内で受けた、途中出場の橋本 陸がシュート。それが岩手の森下 俊の手に当たりPKを獲得。78分、田村が落ち着いてPKを決めて同点に追いついた。その後は互いに積極的にゴールを目指す姿勢を見せたが、ゴールを奪えず１－１で引き分け。勝点１を分け合った。

［ 文：小林 健志 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第4節,岩手,藤枝,1,3,0,"「Ｊ３優勝、Ｊ２昇格」と目標を公言する岩手だが、開幕から未勝利が続く。東北勢を相手取った３試合で得た勝点はわずかに『１』。試合内容でも攻守で後手に回る時間帯が多く、リアクションに終始し主導権を明け渡している。前節の福島戦でも最少失点には抑えたものの、バイタルエリアでの守備には課題が散見。勝利という結果を手にし、流れを変えるためにはチーム、個人としての守備強度の向上が不可欠となる。

藤枝は前節、攻撃陣が爆発し、待望の今季初勝利。YS横浜をホームに迎えた一戦では、大石 治寿が絶妙な抜け出しからハットトリックを達成するなど大量５ゴールを奪い、大勝した。栃木、相模原所属時も含め、大石はこれまで岩手相手に10試合で９ゴールを奪うキラーぶりを発揮している選手。岩手にとっては怖い男が調子を上げてきている。

今節は岩手にとって今季初の観客を動員しての試合となる。北上総合運動公園北上陸上競技場で行われるホーム２戦目。中３日での試合となるが、躍動感あるプレーでサポーターに勝利を届けたい。

［ 文：髙橋 拓磨 ］","立ち上がり、ロングボールからのセカンドボール回収でポゼッションを高めた藤枝だったが、岩手も粘り強く守り、カウンターを試みる。無失点に抑えながら次第に流れをつかんだ岩手は、CKのこぼれ球を拾った岸田 和人がPKを獲得。33分、これを自ら冷静に蹴り込み、岩手が先制した。

後半に入ると、ビハインドの藤枝は大石 治寿をピッチに送る。この采配がピタリとハマり、58分にクロスを頭で合わせて同点とすると、直後のプレーで見事なループシュートを決めて逆転した。65分にも得意の抜け出しから決めて、わずか20分間で３ゴール。大石の２試合連続ハットトリックの大活躍で藤枝は開幕２連敗からの２連勝を記録した。

［ 文：髙橋 拓磨 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第5節,岩手,富山,1,4,0,"岩手は前節の藤枝戦、逆転負けで今季３敗目。直近２試合は先制点を与えないことに重きを置き、リトリートしながらロングカウンターを狙う戦い方にシフトしたものの、勝利には結びついていない。攻撃の形もなかなか見えないが、セットプレーでは得点のにおいが感じられる。中村 太亮、橋本 晃司ら優れたキッカーを擁するだけに、ここ一番のチャンスをモノにする勝負強さを見せたい。

北上では初めての試合となる富山は前節、スタメン全員を替えて秋田を迎えたが、０－１で敗戦。無得点での連敗となったが、試合内容は悪くなく、押し込む時間帯も多い中、決定機を逃し代償を払うという展開が続いている。しかし、昨季は明治安田Ｊ３で２位タイの54ゴールを決めているチーム。オフには能力の高いアタッカーが加入し、歯車さえかみ合えば、第２節・YS横浜戦（４○３）のような爆発の予感も漂う。

岩手の秋田 豊監督は前節の試合後、「フレッシュな選手の起用も考えていく」とメンバーの入れ替えを示唆。ここまで結果の出ていない岩手だが、ホーム３戦目、そろそろ地元サポーターの前で勝利を届けたい。

［ 文：髙橋 拓磨 ］","先制したのは岩手。立ち上がりの５分、CKから下畠 翔吾が頭で押し込んだ。しかし、その後は富山が主導権を握る展開。内、外、深さを巧みに使って起点を作り、チャンスを作ると、前半終了間際の42分、左からの完璧な崩しから花井 聖がフリーでシュート。これがゴールに突き刺さり、前半のうちに富山が同点に追いついた。

後半は交代出場の嫁阪 翔太、大垣 勇樹らが縦への推進力と攻撃の幅を作り出し、岩手にこれまで見られなかったゴールへ向かうシーンが格段に増える。しかし、スコアを動かしたのは富山。カウンターからPKを獲得し、武 颯が落ち着いて決め逆転すると、花井のこの日２点目となるループシュート、宮城 天にもＪリーグ初ゴールが生まれ、終わってみれば大量４ゴールで逆転勝利した。岩手は３戦連続で先制しながらの逆転負け。今季初勝利はまたもお預けとなった。

［ 文：髙橋 拓磨 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第6節,相模原,岩手,0,1,3,"明治安田Ｊ３も第６節を迎え、相模原ギオンスタジアムでは相模原と岩手が対戦する。

前節、八戸と対戦した相模原。「消耗戦になるが、粘り強く戦いたい」と三浦 文丈監督が話していたように、同点に追いつかれたものの後半にホムロのゴールで勝ち越し。待望のホーム初勝利を挙げた。

今季のホームゲームはスコアレスドローが続いていただけに、「ホームで勝利がないのは気になっていた。勝つことで良い流れ、良い雰囲気が出てくる」と三浦監督も確かな手ごたえを感じている様子だ。同時に、選手たちからは「勝点３を取ったあとの一戦が大事」という声が聞かれ、今節に懸ける意気込みも増している。気を引き締めて岩手戦に挑む。

対する岩手は１分４敗で最下位に沈んでいる。直近の３試合は先制するも追いつかれ、引き分けに持ち込まれたり、逆転負けとなってしまったりと、後半に失点する傾向が続いており、試合運びが気になるところ。しっかりと準備をして、立て直しを図れるか。

ホームで連勝をつかみ勢いに乗りたい相模原と浮上のきっかけをつかみたい岩手。90分を通しての戦い方がポイントになりそうだ。

［ 文：小林 了子 ］","ここまで２勝３分で負けなしの相模原と、１分４敗で勝ちなしの岩手の対戦は、１－０で岩手が勝利し、今季初勝利を収めた。

試合は序盤から激しいぶつかり合いが続き、攻守が目まぐるしく入れ替わる展開となった。前半、ホームの相模原はPKを含む決定的なチャンスを作れば、岩手もセットプレーやミドルシュートで多くのチャンスを作るものの、両GKが好セーブを見せ、ゴールを守り切っていた。

０－０で迎えた後半、均衡を破ったのは岩手だった。54分、一瞬のスキを突いて抜け出した岸田 和人が先制ゴール。その後は相模原の猛攻を受けたものの、この１点を全員で守り切り、今季初勝利を挙げた。

［ 文：小林 了子 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第7節,沼津,岩手,1,2,3,"今季初の連勝を目指す沼津と岩手が明治安田Ｊ３第７節で激突する。

前々節・YS横浜戦を１－２で落とした沼津は前節、八戸に対して１点のリードを逃げ切り勝利。新たなスタイルを掲げる発展途上のチームにとって、そのスタイルを成熟させながら勝利を目指していく難しさを肌で痛感したあとだっただけに、勝点３は何よりもの収穫。ここで今季初の連勝を達成できれば、その自信をさらに深めることもできるだろう。

また、今季はセットプレーが得点源になっている（６得点中４点）反面、流れの中からの得点は少ない。ただ「やりたいサッカーはだいぶ頭で理解できている」（染矢 一樹）と戦術理解も進んでおり、自分たちが意図した攻撃で流れの中からの得点にも期待がかかる。

対する岩手は前節、それまで無敗だった相模原と対戦し、チームトップスコアラーの岸田 和人が挙げた１点をしぶとく守り切った。秋田 豊新監督を迎えた今季は、開幕から１分４敗と我慢の時期が続いていたが、６戦目にして今季初勝利。そして今季初の無失点も達成した。攻守がかみ合った前節の流れを継続させるためにも、どん欲に勝点３を目指してくるだろう。

［ 文：森 亮太 ］","沼津がボールを支配し、一方的に相手を押し込む展開を演じた前半。しかし、今村 優介と前澤 甲気の２トップに訪れたチャンスを生かせない。

岩手も前半はセットプレーからのシュート１本に終わるなど無得点だったが、一方で前半からライン間をコンパクトにしてしぶとい守備を続け、後半にロングボールから２得点。60分に大垣 勇樹、72分には小谷 光毅が仕留めた。

後半も自分たちのスタイルを貫いた沼津だったが、終了間際に渡邉 りょうが意地の一発を決めるにとどまり、試合終了。

今季初の連勝を懸けたチーム同士の対決は、岩手に軍配が上がった。

［ 文：森 亮太 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第8節,岩手,Ｃ大23,3,1,3,"開幕から５試合で勝点１と大きく出遅れた岩手だったが、その後、アウェイで２連勝と上昇気流に乗りつつある。連勝した２試合では［３－４－２－１］のシステムを採用。配置とメンバーを替えたことが奏功し、課題だった守備強度には改善の兆しが見られる。前節もポゼッションでは大きく下回りながらも危ないシーンはほとんど作らせず、耐え忍んでからの手数をかけない攻めで沼津を沈めるなど、勝負強さも出てきている。

アウェイに乗り込むＣ大23もここまで１勝にとどまり、勝点５と苦しい序盤戦を強いられている。前節の讃岐戦（１△１）では試合の主導権を握り、決定機を多く迎えながらも得点はPKによる１ゴールのみ。攻撃ではチャンスを決め切る力を見せられるかどうか、守備では明治安田Ｊ３第３節、第６節でともに５失点と崩れた組織に安定感をもたらせるかどうかが勝敗のポイントとなりそうだ。

この試合はリトリートからカウンターを狙う岩手と、ポゼッションから間隙を突くＣ大23という構図が予想される。岩手としてはホーム初勝利と３連勝が懸かった試合。勝利を手にし、巻き返しへの狼煙を上げたい。

［ 文：髙橋 拓磨 ］","昨年の８月18日以来、ホームで勝利のなかった岩手が逆転で350日ぶりに歓喜の瞬間を迎えた。

先制したのはＣ大23。14分、セットプレーで攻め残っていた田平 起也が左足を振り抜きゴールを決めた。ビハインドとなった岩手だが、高い位置からのプレス、長短のパスを駆使したビルドアップが機能し、徐々に主導権を握り始める。この流れの中から34分に橋本 晃司が同点ゴールを決めると、40分には小谷 光毅の２試合連続ゴールも飛び出し、一気に逆転に成功する。

後半はＣ大23が攻勢に転じる時間帯もあったが、岩手は粘り強く対応しながらピンチを未然に防ぐ。66分には実に34本のパスをつないで最後はモレラトが豪快にネットを揺らし、Ｊリーグ初ゴールを記録。終盤にもチャンスを作った岩手だったがスコアは動かず、３－１で３連勝を飾った。

［ 文：髙橋 拓磨 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第9節,岐阜,岩手,1,1,1,"１年でのＪ２復帰を狙う岐阜は前節、良いところなく藤枝に敗戦。連戦と長距離移動の疲れからか、藤枝の気迫に押された。それでも後半アディショナルタイムに、司令塔の川西 翔太が意地のゴール。今節はホームに戻り、しっかりとコンディションを戻して岩手を迎え撃ちたい。

その岩手は開幕から１分４敗と苦戦したが、明治安田Ｊ３第６節で相模原に１－０で勝利を収めると、あっという間に３連勝。課題だった守備が改善されたことで、攻撃も活性化し始めている。橋本 晃司や大垣 勇樹など高い技術を持つ選手がおり、敵地でも勢いに乗って４連勝を目指す。

岐阜の勝負のポイントは守備面。前節はセンターFWの対応に手間取り失点してしまったが、今節はしっかりと切り替えてタイプの違うFWに対抗することが必要。「強いチームは連敗しない」と言うのはCBの橋口 拓哉。気持ちの乗った試合を見せたい。

［ 文：斎藤 孝一 ］","序盤は岩手がボールを握って押し込んだが、今季初スタメンの竹田 忠嗣を中心にコンパクトな守備を保つ岐阜に対して、徐々に攻めあぐねるシーンが目立つようになる。すると24分、右サイドの柳澤 亘のクロスを中央の前田 遼一が落とし、最後は永島 悠史が決めて岐阜が先制に成功する。その後は岐阜が主導権を握ったが、前半終了間際に左CKを牟田 雄祐が頭で押し込み、岩手が同点に追いついた。

後半も川西 翔太が積極的にゴールに向かう姿勢を見せて岐阜ペースで進むが、54分、岩手は一気に３人を交代して攻撃を活性化。両サイドのクロスから何度もチャンスを作るも岐阜がしのいだ。そのまま両チーム得点を奪えず、１－１で勝点を分け合った。

［ 文：山田 智子 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第10節,岩手,長野,1,4,0,"岩手は前節、岐阜と対戦し、１－１のドロー。エースの岸田 和人を出場停止で欠く中、決定機を連発して十分に手ごたえを感じさせる戦いを見せた。直近４試合はハイプレスとリトリートを使い分けながら最少失点で乗り切る試合が続き、序盤戦とはまったく別チームの印象さえ抱かせる。守備の安定に連動して攻撃も活性化。結果、内容ともに充実した戦いを続けている。

対する長野は勝点15の４位タイと好調を維持。前節の鹿児島戦は今季４戦４勝だったホームゲームで初黒星を喫したが、内容は悪くなく、積極的な守備からゴールに迫るシーンも多く作り、シュートも相手を上回る10本を記録。横山 雄次監督も内容には一定の評価を与え、「クロスの１本にこだわりを持つこと。チャンスの数をさらに増やすこと」を課題として挙げている。

今節は開幕戦以来のいわぎんスタジアムで行われる一戦。この試合での勝点３は両チームにとって上位に食らいつくための足がかりになる。チーム状況の良い両者の戦いは見ごたえ十分な試合となるだろう。

［ 文：髙橋 拓磨 ］","４試合負けなし、その間はいずれも１失点以内に抑えていた岩手だったが、この日は守備が崩壊。長野に４ゴールを献上する形で敗戦を喫した。

先制点は長野。10分、右サイドで見事なポジションチェンジを絡めたパスワークから最後は三田 尚希がバースデーゴールを得意の左足で決めた。さらに33分、40分と相手守備のミスを突き、吉田 伊吹がＪ初得点を含む２ゴール。前半のうちに３－０と大きくリードして後半を迎えた。

前半の２枚代えを含め、岩手は攻撃的な選手を交代し反撃を試みる。いくつかのチャンスは迎えるものの、次第にトーンダウン。終盤はビルドアップのミスから再三にわたりショートカウンターを浴び、87分には三田にこの日２ゴール目を許す。岩手も牟田 雄祐が２試合連続となるゴールを決めて意地を見せたが、試合はこのまま終了。長野は今季アウェイ初勝利を大勝で飾った。

［ 文：髙橋 拓磨 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第11節,熊本,岩手,3,1,0,"えがお健康スタジアムでは、３位の熊本と13位の岩手が対戦する。

熊本は前節、八戸をホームに迎えた。同日、先に行われていたゲームで秋田が讃岐と引き分けていたため、勝てば首位・秋田との勝点差を詰められる状況にあったが、後半に追いつかれて勝点を１加えるにとどまり、３位に後退。２位の鳥取、そして４位・長野との勝点差はともに『２』となっており、今節はなんとしても勝点３を上積みすることが求められる。前節はシュートの意識も高く決定機を多く作りながら、３点目を奪えずに勝点を落とした側面もあるため、同じくチャンスを数多く作り確実に決めることが必要。併せて、失点が続いている守備をいかに修正できるかがカギとなる。

対する岩手は、前節・長野戦に敗れて５試合ぶりの黒星。４失点したものの守備の組織を破られたものではなく、自陣でのミスが失点につながっている。そうした点を踏まえると、若干メンバーを入れ替えて臨む可能性もある。リーグ２位タイの18得点を挙げている熊本の攻撃を抑えれば自信にもつながるため、粘り強い対応から勝点奪取につなげ、再び勢いをつけたい。

昨季は熊本が２勝しているカードだが、果たして今節の行方は。

［ 文：井芹 貴志 ］","ホームの熊本、アウェイの岩手ともに前節からは２人を入れ替え。熊本は髙橋 利樹が先発に復帰したほか、黒木 晃平が９試合ぶりのスタメン。岩手も宮市 剛と脇本 晃成が先発に復帰した。

立ち上がりはお互いにボールを握れず落ち着かなかったが、徐々に熊本がペースを握って押し込み、23分、中原 輝が２試合連続となるゴールを決めて先制。さらに41分、伊東 俊が倒されて得たPKを髙橋が決め、熊本がリードを広げて前半を折り返した。

岩手は52分、自陣でのボール奪取からカウンターを仕掛け、小谷 光毅が左から決め１点を返す。しかし熊本は59分、中央でのコンビネーションから右へ展開し、最後は髙橋がこの日２点目を挙げて再び２点差に。岩手の追撃を許さずこのまま逃げ切って、３試合ぶりの勝点３を手にした。

［ 文：井芹 貴志 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第12節,岩手,今治,0,1,0,"岩手は今季三度目となった連敗からの脱出を懸け、９位に順位を落とした今治を本拠地に迎える。

岩手は前々節、守備陣のミスが多発し自滅する形で長野に４点を献上。前節は熊本にペナルティーエリア内での対応の拙さを突かれ、３ゴールを許して連敗となった。明治安田Ｊ３第６節以降、４試合連続で１失点以下に抑えていた守備が崩壊状態。改善が急務となっている。しかし、攻撃面では序盤戦の停滞感は消え、小谷 光毅を中心に本来の躍動感が戻っている。ゴールの気配は漂うだけに、ゴール前での粘り強さを取り戻したい。

岩手とは対照的に守備が安定しているのが今治だ。前節こそ富山に３失点したものの、今季はすでに５試合でクリーンシートを記録。失点９はリーグ２位タイの少なさとなっている。一方で開幕以来の課題は得点力、決定力の部分。夏の移籍でＣ大阪から澤上 竜二を獲得するなどてこ入れを図っているが、ここが機能し出せば上位を脅かす存在となるだろう。

盾と矛、それぞれに課題を抱える両チームによる戦いは、攻守におけるゴール前での精度が勝敗に直結する試合となりそうだ。

［ 文：髙橋 拓磨 ］","気温31.6℃、灼熱のピッチでの試合はアウェイの今治が勝点３を持ち帰った。

前半からポゼッションを高め、幅を取って相手を揺さぶる今治。岩手はミドルブロックを形成し、迎撃からのカウンターを狙う。この試合唯一のゴールが生まれたのは16分。試合を優位に進める今治は右サイドからクロスを送る。これが岩手のハンドを誘い、有間 潤が冷静にネットを揺らし、10試合目でＪ初ゴールを記録した。その後、有間、玉城 峻吾らにチャンスが訪れるがスコアは動かず、ハーフタイムを迎えた。

後半に入ると岩手は積極的な選手交代を行い、プレスラインを高く設定する。何度か決定機を迎えるものの、シュートは枠を捉えられない。80分以降、５枚のイエローカードが提示されるなどやや荒れた展開となったが、試合はそのまま終了し、今治が今季六度目のクリーンシートで勝利。一方の岩手は今季初の３連敗を喫した。

［ 文：髙橋 拓磨 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第13節,鹿児島,岩手,1,0,0,"台風の影響で９月２日の開催予定が３日に延期となった。前節は鹿児島も岩手も完封負けを喫しており、中４日で迎える今節でそれを払しょくしたい。

鹿児島は藤枝を相手に開始早々に失点。相手のハイプレスに対してミスが目立ち、自分たちでボールを動かす展開を作れなかった。GK大西 勝俉の好守などでその後の失点はなかったが、明治安田Ｊ３第７節・岐阜戦以来となる無得点に終わった。今節は守備に課題を抱える岩手をホームに迎え、攻守の切り替えを素早く、自分たちでボールを動かす展開を作りたい。

今季ホームでなかなか勝てなかった中、鹿児島は前々節・沼津戦でようやく有観客試合でのホーム初白星を手にした。連戦となるが、ホームの利を生かして勝利し、上位戦線に食い込みたい。大西は「内容はどうでもいいので、とにかく相手より１点上回って勝つこと。勝星を積み重ねる中で修正点を見つけてレベルアップしていきたい」と意気込む。

一方の岩手は前節、ホームで今治に敗れて３連敗と元気がない。攻撃力の高い鹿児島をまずは守備で封じて、浮上のきっかけを作りたい。

［ 文：政 純一郎 ］","立ち上がりから素早い攻守の切り替えを見せていた両チーム。19分、鹿児島は守備から攻撃を組み立て、ゴール前の混戦から中原 秀人が絶妙のスルーパスを出すと、フリーで受けた馬場 賢治が落ち着いて流し込んだ。５試合ぶりにスタメン復帰した馬場のゴールで鹿児島が先制した。対する岩手はCK、FKなどで何度か鹿児島ゴールを脅かし、42分にはゴール正面でFKを得ると、小谷 光毅が直接狙うも、クロスバーにはじかれた。

後半、岩手は前線の選手を入れ替えて攻撃の活性化を図るも、鹿児島の体を張った堅守を崩せず。鹿児島が虎の子の１点を守り抜き、ホーム連勝をクリーンシートで勝ち取った。

［ 文：政 純一郎 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第14節,岩手,鳥取,2,0,3,"台風の影響で１日延期された前節、岩手は鹿児島とのアウェイ戦を０－１で落とし、４連敗となった。内容的には改善が見られ、決定的なチャンスも作ったものの、シュートがクロスバーに二度嫌われ、２試合連続の無得点に終わった。試合後、秋田 豊監督は「セットプレーでの得点」を劣勢時のポイントに挙げながら、「上位チームと当たるが自分たちのサッカーをして勝点３を取りたい」と北上での連敗脱出を誓う。

現在３位でＪ２昇格争いを繰り広げる鳥取は前節、ホームで藤枝に３－１と快勝。相手にポゼッションを譲る時間帯もあったが、後半の２得点で相手を突き放し、首位の秋田、２位の熊本との勝点差を維持した。ここまでの13試合で複数失点を喫したのは明治安田Ｊ３第２節・岐阜戦のみ。ほかは最少失点以下に抑えている守備の安定感がチームの躍進を支えている。

序盤は５試合未勝利、その後３連勝から１引き分けを挟んで４連敗と、ジェットコースターのようなシーズンを送る岩手だが、今節のホームゲームで風向きを変えることができるか。好調な上位チーム相手に勝点３を奪えれば、再浮上の大きなきっかけになりそうだ。

［ 文：髙橋 拓磨 ］","「先制点が大事。セットプレーで（点を）取りたい」と話していた秋田 豊監督の思惑どおりの展開で、岩手が３位の鳥取を相手に６試合ぶりの勝利を手にした。

フィジカル、トランジションで優位に立った岩手。ポゼッション時にはボランチを中心に相手のプレスをはがし、敵陣に進入する機会を増やす。流れの中からはなかなかチャンスをつかめない両チームだったが、スコアが動いたのは前半アディショナルタイム。左サイドからのFKにファーで合わせたのは脇本 晃成。バーをかすめてネットを揺らした。

さらに追加点が後藤 京介の左足から生まれる。64分、途中出場の嫁阪 翔太がCKから今季初ゴールとなるヘディングシュートを決め、突き放した。終盤のピンチもGK鈴木 智幸が好セーブを見せシャットアウト。攻撃が単発に終わった鳥取に対し、集中力を切らさなかった岩手は今季二度目のクリーンシートで６試合ぶりの勝利を挙げた。

［ 文：髙橋 拓磨 ］",コメントなし,コメントなし
